first_name,last_name,class,hard_skills,soft_skills,teamwork,creativity,total_score
Nizar,Karoui,4BI2,2.35,2.34,1.5,4.0,2.55
Khalil,Hamdi,4BI2,2.17,4.79,4.86,3.51,3.83
Skander,Karoui,4DS5,2.34,3.01,2.27,5.0,3.15
Dorra,Mejri,5INFINI5,4.59,1.76,1.99,0.84,2.29
Mohamed,Mansour,4INFINI5,2.06,1.86,2.63,5.0,2.89
Hiba,Mabrouk,5SAE2,5.0,3.36,3.83,4.44,4.16
Manel,Ben Amor,4SAE2,3.82,5.0,5.0,2.66,4.12
Ismail,Karoui,5SAE2,2.76,2.99,1.54,5.0,3.07
Zaineb,Hamdi,4ARCTIC5,4.03,2.71,4.26,5.0,4.0
Lotfi,Chouchene,1A20,2.48,5.0,5.0,2.79,3.82
Khalil,Maaloul,4SIM3,5.0,1.92,1.3,0.79,2.25
Karim,Hamdi,2A40,3.81,2.67,2.35,3.37,3.05
Eya,Nasri,5DS5,4.32,2.66,1.63,0.78,2.35
Sami,Chaabane,5ARCTIC5,2.85,5.0,4.7,2.49,3.76
Mariem,Ammar,5SIM3,2.52,2.96,3.52,4.9,3.47
Hela,Cherif,4TWIN2,2.29,4.53,4.82,4.73,4.09
Nadia,Belkhir,2A40,2.97,5.0,3.66,4.93,4.14
Farah,Cherif,5DS5,3.57,3.39,3.04,3.46,3.37
Lotfi,Kanzari,5GAMIX1,5.0,1.72,0.93,0.0,1.91
Hatem,Baccouche,4SE2,4.15,1.37,2.39,1.76,2.42
Oumaima,Zouari,4IOSYS1,3.17,3.05,2.11,5.0,3.33
Emna,Karoui,4SE2,4.72,0.77,2.78,0.0,2.07
Rami,Ben Ali,5ARCTIC5,4.49,2.64,3.42,4.57,3.78
Salma,Khlifi,4INFINI5,2.92,4.78,4.34,3.14,3.79
Fethi,Ammar,4SIM3,5.0,0.7,2.85,0.89,2.36
Amel,Ammar,5IOSYS1,4.42,1.05,2.15,0.0,1.9
Fares,Ammar,5IOSYS1,2.09,2.25,2.21,5.0,2.89
Mariem,Sassi,5SE2,4.26,2.92,3.9,4.5,3.9
Wassim,Maaloul,4TWIN2,3.16,4.2,4.61,2.99,3.74
Zaineb,Zayani,4NIDS3,2.02,2.9,2.44,5.0,3.09
Adel,Toumi,2A40,2.23,2.56,4.03,5.0,3.45
Fares,Ayari,5SE2,4.67,0.07,2.21,0.0,1.74
Nabil,Chaabane,5GAMIX1,4.49,3.52,4.25,3.76,4.01
Hedi,Rekik,5GAMIX1,1.82,2.45,0.48,5.0,2.43
Wassim,Kanzari,4SAE2,3.12,3.98,4.8,5.0,4.23
Anis,Chaabane,4SLEAM2,2.26,2.25,1.53,4.57,2.65
Sarra,Ben Salah,5BI2,4.68,2.19,2.64,1.62,2.78
Skander,Abidi,4INFINI5,3.01,5.0,4.92,2.84,3.94
Sofiene,Makni,2A40,3.01,4.1,3.47,4.65,3.81
Fatma,Mabrouk,5ARCTIC5,2.87,2.02,2.22,5.0,3.03
Amine,Lahmar,4INFINI5,3.44,4.89,4.15,2.1,3.64
Rania,Baccouche,4GAMIX1,5.0,3.24,2.76,3.68,3.67
Leila,Chebbi,5SE2,4.21,2.82,2.86,4.72,3.65
Lina,Cherif,5SLEAM2,2.76,3.85,3.21,3.84,3.41
Dorra,Ferjani,5SE2,5.0,3.54,4.27,4.34,4.29
Olfa,Rekik,2P1,4.56,1.41,1.65,0.75,2.09
Oussama,Saidi,4BI2,5.0,2.04,2.24,1.68,2.74
Meriem,Mabrouk,3IA,3.18,1.56,1.92,4.85,2.88
Ali,Baccouche,5ARCTIC5,4.26,2.17,3.62,5.0,3.76
Rami,Maaloul,5GAMIX1,2.7,3.93,3.2,4.98,3.7
Nizar,Haddad,5TWIN2,2.87,2.64,3.69,3.28,3.12
Fares,Khemiri,5SLEAM2,4.48,1.14,0.91,0.57,1.77
Hend,Baccouche,5SLEAM2,2.2,4.08,4.27,2.88,3.36
Tarek,Ammar,4BI2,2.68,2.99,2.95,4.25,3.22
Lina,Haddad,4NIDS3,3.91,1.65,2.44,4.13,3.03
Khadija,Karoui,5ARCTIC5,2.85,4.19,3.45,4.76,3.81
Lotfi,Zouari,5SE2,1.63,3.11,3.98,5.0,3.43
Fatma,Fourati,5SAE2,1.62,2.83,0.79,4.81,2.51
Emna,Baccouche,4INFINI5,4.67,0.59,2.05,0.47,1.94
Leila,Haddad,4SAE2,2.71,5.0,5.0,1.57,3.57
Aymen,Sassi,5BI2,3.16,1.91,1.56,5.0,2.91
Manel,Ghanouchi,5BI2,5.0,1.16,2.85,0.49,2.38
Mehdi,Abidi,4BI2,2.14,2.04,1.62,5.0,2.7
Farah,Miled,5SLEAM2,4.89,2.96,3.69,3.47,3.75
Youssef,Ben Salah,4BI2,2.6,3.4,3.69,4.98,3.67
Ahmed,Trabelsi,5SIM3,0.69,3.05,2.47,4.71,2.73
Amel,Haddad,5SAE2,4.58,2.56,3.89,4.24,3.82
Meriem,Slimani,1A20,5.0,2.74,2.62,4.13,3.62
Mariem,Lahmar,5IOSYS1,1.53,0.94,2.38,5.0,2.46
Bilel,Ferjani,5TWIN2,3.62,4.37,3.77,5.0,4.19
Karim,Lahmar,4DS5,2.13,3.06,4.06,5.0,3.56
Ahmed,Gharbi,4ARCTIC5,4.86,1.39,2.58,1.0,2.46
Ghada,Ben Salah,4BI2,4.48,1.72,0.6,1.38,2.04
Emna,Sassi,5DS5,4.72,1.89,3.13,2.2,2.99
Zaineb,Karoui,5ARCTIC5,4.1,2.84,3.13,5.0,3.77
Zied,Ben Salah,2A40,2.41,4.48,5.0,2.76,3.66
Wided,Chebbi,3A22,3.74,1.21,1.18,1.73,1.96
Yasmine,Chaabane,5DS5,5.0,1.87,2.34,0.89,2.53
Adel,Bouazizi,2A40,5.0,0.19,2.21,0.49,1.97
Amel,Zouari,5SIM3,3.9,3.83,4.05,5.0,4.19
Skander,Khlifi,1A20,3.19,3.05,2.82,4.42,3.37
Lotfi,Ben Ali,2A40,5.0,2.5,2.55,4.37,3.61
Haythem,Ben Ali,5SIM3,4.57,3.25,4.35,4.66,4.21
Zaineb,Guettari,4IOSYS1,3.35,4.76,4.98,3.15,4.06
Eya,Trabelsi,5SLEAM2,3.19,3.47,4.27,4.11,3.76
Hiba,Khemiri,5SIM3,5.0,2.77,3.37,3.24,3.6
Youssef,Mejri,5ARCTIC5,3.05,4.63,3.6,4.93,4.06
Siwar,Ben Amor,4INFINI5,2.62,4.8,4.77,3.44,3.9
Dorra,Jlassi,4IOSYS1,5.0,1.15,1.8,0.55,2.12
Dorra,Zouari,2A40,3.26,3.44,4.24,5.0,3.99
Tarek,Nasri,4DS5,5.0,2.0,2.72,0.72,2.61
Nabil,Ben Ali,2P1,4.59,3.72,3.6,3.7,3.9
Hedi,Karoui,3IA,1.92,4.79,4.2,2.32,3.31
Khadija,Slimani,3A22,2.31,4.86,4.86,2.7,3.68
Mohamed,Ammar,5SAE2,3.69,4.56,4.68,4.26,4.3
Meriem,Makni,5DS5,4.54,0.97,1.45,2.57,2.38
Hedi,Nasri,4SE2,1.45,2.47,2.29,5.0,2.8
Nabil,Chouchene,4GAMIX1,4.74,2.29,2.97,1.29,2.82
Anis,Ferjani,4NIDS3,2.85,2.81,3.92,5.0,3.65
Walid,Fourati,4INFINI5,1.91,3.27,3.92,5.0,3.52
Amel,Turki,4SIM3,3.91,3.97,4.89,4.04,4.2
Yasmine,Jebali,3A22,5.0,2.2,3.41,4.21,3.71
Leila,Jebali,4IOSYS1,5.0,1.49,1.95,0.65,2.27
Salma,Abidi,1A20,2.41,4.81,4.53,2.73,3.62
Sarra,Gharbi,3B10,3.67,1.57,2.94,1.15,2.33
Farah,Jaziri,4SAE2,1.98,4.7,5.0,2.46,3.54
Amina,Chouchene,5INFINI5,4.21,4.1,3.14,5.0,4.11
Hiba,Ben Amor,5GAMIX1,2.13,4.31,4.08,3.37,3.47
Yasmine,Jlassi,1A20,5.0,2.71,4.31,5.0,4.25
Farah,Ferjani,4GAMIX1,2.23,1.73,2.9,4.31,2.79
Rami,Ferjani,5SE2,3.08,4.33,4.76,4.32,4.12
Amine,Toumi,4IOSYS1,3.81,2.51,3.0,3.16,3.12
Karim,Ben Salah,5SLEAM2,2.43,3.66,3.66,5.0,3.69
Ali,Trabelsi,4TWIN2,2.3,4.11,4.27,4.43,3.78
Mouna,Ammar,5SIM3,2.43,4.01,4.52,3.05,3.51
Nour,Jlassi,5NIDS3,2.58,5.0,4.33,1.94,3.46
Hela,Khlifi,4SE2,3.34,5.0,5.0,2.93,4.07
Oumaima,Ferjani,5GAMIX1,2.96,4.26,4.61,3.71,3.88
Dorra,Khemiri,3IA,4.58,2.98,3.93,4.02,3.88
Siwar,Khemiri,4SE2,1.97,3.32,2.58,5.0,3.22
Samira,Khlifi,4TWIN2,3.59,4.23,4.36,3.77,3.99
Wided,Chaabane,3IA,4.76,2.64,2.62,3.43,3.36
Lotfi,Chaabane,5GAMIX1,5.0,2.47,1.82,0.75,2.51
Hatem,Makni,5TWIN2,2.14,5.0,4.9,3.43,3.87
Manel,Nasri,4SLEAM2,5.0,3.22,4.02,3.52,3.94
Skander,Jaziri,5GAMIX1,4.68,2.04,2.27,0.35,2.34
Bilel,Gharbi,4NIDS3,4.32,3.03,2.96,3.65,3.49
Ahmed,Turki,5INFINI5,4.74,1.43,0.48,0.39,1.76
Cyrine,Ben Ali,5SLEAM2,3.92,5.0,4.5,3.79,4.3
Sofiene,Miled,3B10,1.84,5.0,5.0,2.31,3.54
Chaima,Jebali,5SAE2,2.79,4.83,4.47,2.7,3.7
Eya,Mejri,2A40,5.0,0.74,2.15,1.62,2.38
Rim,Lahmar,4SLEAM2,5.0,2.55,3.74,4.3,3.9
Manel,Saidi,5SAE2,1.69,4.98,3.9,2.81,3.34
Fatma,Kanzari,4SAE2,4.18,2.32,1.14,4.33,2.99
Nabil,Mejri,4SE2,4.45,1.0,1.42,1.19,2.02
Zaineb,Ammar,4INFINI5,4.59,1.33,1.99,0.0,1.98
Nadia,Chebbi,3B10,2.73,5.0,3.87,3.16,3.69
Samira,Mansour,5SE2,3.7,5.0,3.81,5.0,4.38
Sofiene,Chaabane,3A22,5.0,1.1,1.64,0.99,2.18
Rim,Zouari,5IOSYS1,4.61,0.62,2.83,1.07,2.28
Hiba,Sassi,4GAMIX1,2.56,5.0,4.67,3.49,3.93
Fares,Turki,5GAMIX1,1.61,4.07,4.93,5.0,3.9
Ines,Zayani,4IOSYS1,5.0,3.31,4.29,2.7,3.82
Sabrine,Bouazizi,2A40,4.62,1.2,2.19,0.74,2.19
Nabil,Khemiri,5NIDS3,5.0,3.27,3.75,4.14,4.04
Mariem,Ben Amor,4IOSYS1,2.16,3.68,4.51,3.44,3.45
Sofiene,Saidi,3A22,3.04,4.13,5.0,5.0,4.29
Fethi,Lahmar,4ARCTIC5,5.0,2.62,3.83,4.22,3.92
Chokri,Fourati,5GAMIX1,5.0,2.91,3.86,4.59,4.09
Cyrine,Slimani,4SIM3,3.4,4.67,3.33,5.0,4.1
Wided,Saidi,5GAMIX1,4.94,3.06,3.56,3.42,3.75
Oumaima,Makni,4SLEAM2,4.43,1.21,2.06,0.82,2.13
Amina,Trabelsi,3B10,4.64,2.8,2.48,0.12,2.51
Foued,Ferjani,4DS5,2.38,4.42,5.0,2.67,3.62
Lotfi,Saidi,3B10,4.67,3.46,3.36,4.55,4.01
Olfa,Miled,4GAMIX1,4.51,3.34,3.07,4.19,3.78
Mouna,Chaabane,4DS5,1.46,3.5,3.31,5.0,3.32
Rym,Ghanouchi,5TWIN2,1.13,2.31,0.88,5.0,2.33
Ahmed,Ammar,2A40,5.0,1.32,1.02,1.26,2.15
Marwen,Lahmar,5GAMIX1,2.86,4.45,5.0,3.38,3.92
Lina,Ben Salah,4DS5,2.26,3.3,2.16,4.3,3.0
Bechir,Khlifi,4SLEAM2,2.48,2.99,1.78,4.07,2.83
Foued,Ben Ali,4TWIN2,2.57,4.84,5.0,2.84,3.81
Sami,Nasri,5ARCTIC5,0.93,2.79,2.63,5.0,2.83
Eya,Mabrouk,3IA,4.72,1.4,2.33,1.29,2.44
Skander,Ben Salah,4INFINI5,5.0,2.55,1.87,1.38,2.7
Farah,Lahmar,2P1,2.79,2.37,1.24,5.0,2.85
Lobna,Ammar,4INFINI5,3.25,4.47,4.47,3.83,4.01
Hamza,Rekik,4NIDS3,4.23,2.85,3.17,4.19,3.61
Aymen,Abidi,4NIDS3,1.99,5.0,3.0,5.0,3.75
Omar,Makni,4SIM3,5.0,2.37,3.42,3.77,3.64
Foued,Chebbi,5SLEAM2,5.0,2.88,2.51,0.65,2.76
Lobna,Khlifi,4INFINI5,2.52,4.61,4.34,5.0,4.12
Mohamed,Hamdi,5SE2,2.89,4.13,4.0,4.66,3.92
Ghassen,Ben Amor,3A22,5.0,1.69,1.9,0.0,2.15
Wassim,Khlifi,5DS5,4.13,1.73,2.05,0.97,2.22
Nabil,Mansour,4BI2,3.48,4.51,3.9,4.55,4.11
Lina,Ferjani,4SLEAM2,4.27,3.59,4.27,5.0,4.28
Rami,Guettari,5IOSYS1,2.42,4.46,3.99,4.22,3.77
Lotfi,Maaloul,4TWIN2,3.14,5.0,4.59,4.96,4.42
Hend,Karoui,3IA,4.3,2.3,3.92,1.13,2.91
Hichem,Miled,3B10,3.05,3.59,4.31,4.41,3.84
Hela,Maaloul,5SLEAM2,5.0,0.94,2.89,2.42,2.81
Hamza,Hamdi,4ARCTIC5,2.66,5.0,4.64,3.17,3.87
Ghassen,Ben Ali,2A40,2.57,4.14,4.54,3.0,3.56
Walid,Chaabane,4BI2,4.93,2.39,3.79,3.19,3.58
Sami,Chouchene,1A20,4.69,3.04,2.14,0.0,2.47
Ghassen,Ayari,4INFINI5,5.0,1.04,2.1,1.67,2.45
Karim,Abidi,5BI2,4.72,0.96,1.16,1.94,2.2
Rim,Jlassi,5IOSYS1,5.0,3.42,3.74,5.0,4.29
Lobna,Trabelsi,5SIM3,0.92,2.2,1.44,5.0,2.39
Bechir,Maaloul,5ARCTIC5,1.95,4.95,3.89,2.37,3.29
Iheb,Hamdi,5SE2,3.01,3.67,3.49,3.86,3.51
Skander,Nasri,5SIM3,3.03,4.34,1.97,5.0,3.58
Sabrine,Gharbi,2A40,5.0,2.76,3.38,4.79,3.98
Siwar,Lahmar,5SLEAM2,4.6,2.89,3.88,3.08,3.61
Sabrine,Trabelsi,5ARCTIC5,5.0,1.41,2.22,1.28,2.48
Ali,Jaziri,3B10,1.33,1.95,3.06,5.0,2.84
Eya,Ayari,4TWIN2,1.44,4.14,0.48,5.0,2.76
Hiba,Hamdi,4TWIN2,3.45,1.06,1.94,1.07,1.88
Hamza,Ben Ali,5IOSYS1,5.0,2.74,4.05,4.6,4.1
Mourad,Mansour,5GAMIX1,1.95,0.67,2.23,3.61,2.11
Wafa,Zayani,5NIDS3,3.68,4.91,4.54,2.31,3.86
Salma,Nasri,4SIM3,2.48,4.5,5.0,3.52,3.87
Adel,Khemiri,5BI2,1.45,2.69,1.33,4.94,2.6
Aymen,Karoui,4DS5,1.29,2.48,1.89,5.0,2.67
Mehdi,Baccouche,4NIDS3,1.31,5.0,5.0,3.44,3.69
Iheb,Nasri,5BI2,3.79,0.44,2.28,1.71,2.05
Salma,Trabelsi,4SLEAM2,5.0,1.79,2.11,0.76,2.42
Chaima,Ben Salah,3A22,4.35,1.81,2.35,0.59,2.27
Nour,Chaabane,5BI2,5.0,2.71,4.68,4.55,4.23
Wafa,Chebbi,4GAMIX1,5.0,1.3,0.8,1.45,2.14
Ahmed,Jlassi,5SAE2,3.98,2.04,2.92,0.0,2.23
Omar,Ben Salah,5ARCTIC5,2.92,2.85,2.41,3.22,2.85
Youssef,Turki,4SIM3,4.63,2.43,3.4,4.19,3.66
Mouna,Abidi,2A40,0.95,3.36,2.59,5.0,2.97
Hedi,Makni,5SIM3,2.34,5.0,4.69,3.26,3.82
Omar,Khlifi,3IA,2.51,2.0,3.01,5.0,3.13
Mourad,Turki,5SE2,1.81,5.0,3.7,2.51,3.25
Rami,Khlifi,5NIDS3,2.26,5.0,5.0,3.21,3.87
Ghada,Haddad,2P1,5.0,2.3,2.17,2.29,2.94
Lina,Nasri,4SIM3,3.58,3.66,4.14,4.36,3.93
Ines,Jaziri,5SLEAM2,2.62,5.0,5.0,3.34,3.99
Zaineb,Maaloul,4SLEAM2,0.72,4.33,3.64,4.45,3.29
Omar,Fourati,4SAE2,2.58,5.0,4.01,2.04,3.41
Lotfi,Rekik,4INFINI5,2.28,2.44,1.49,5.0,2.8
Rami,Chouchene,5IOSYS1,3.95,1.95,1.05,0.25,1.8
Sabrine,Nasri,5SE2,4.94,0.86,2.44,2.01,2.56
Walid,Khemiri,5SLEAM2,3.38,3.29,3.71,4.22,3.65
Skander,Makni,4TWIN2,5.0,2.24,2.37,0.55,2.54
Khalil,Mabrouk,5TWIN2,4.82,1.71,2.26,1.72,2.63
Zied,Abidi,5DS5,2.54,5.0,5.0,2.11,3.66
Khadija,Ben Amor,5SIM3,4.58,1.23,2.18,0.32,2.08
Aymen,Belkhir,4INFINI5,4.65,2.87,3.23,4.81,3.89
Leila,Ammar,4SLEAM2,3.2,2.38,2.35,4.84,3.19
Amine,Kanzari,4IOSYS1,4.35,3.12,2.98,4.21,3.66
Mariem,Zouari,5DS5,2.07,4.9,4.64,3.56,3.79
Ines,Zouari,3IA,5.0,3.02,3.99,4.72,4.18
Hiba,Ben Ali,4SAE2,5.0,0.32,2.62,0.53,2.12
Fatma,Toumi,4NIDS3,5.0,0.9,2.38,1.05,2.33
Omar,Gharbi,4SAE2,5.0,2.91,2.6,4.25,3.69
Walid,Maaloul,4NIDS3,2.27,2.36,1.0,5.0,2.66
Sami,Driss,2P1,4.1,4.75,3.67,4.77,4.32
Haythem,Baccouche,5SLEAM2,4.78,2.78,2.09,3.41,3.27
Hiba,Ben Salah,5INFINI5,1.3,4.72,4.13,5.0,3.79
Adel,Jaziri,2P1,3.12,4.94,4.84,3.95,4.21
Foued,Abidi,5ARCTIC5,4.69,2.94,3.25,3.79,3.67
Bilel,Fourati,5SAE2,5.0,1.55,2.97,1.8,2.83
Bilel,Ghanouchi,4IOSYS1,4.8,3.84,3.28,3.38,3.83
Omar,Belkhir,5SIM3,4.82,1.76,3.67,4.46,3.68
Leila,Belkhir,4TWIN2,4.68,2.44,4.18,3.89,3.8
Wided,Ferjani,3IA,3.52,3.49,3.31,3.71,3.51
Amel,Ben Salah,4GAMIX1,2.93,1.62,1.79,5.0,2.84
Emna,Haddad,4SAE2,4.12,1.83,1.24,1.02,2.05
Asma,Ammar,5IOSYS1,5.0,1.37,4.4,0.78,2.89
Hend,Driss,4IOSYS1,4.45,3.46,3.97,3.83,3.93
Nabil,Hamdi,5GAMIX1,2.19,5.0,4.15,2.81,3.54
Sabrine,Chaabane,4SAE2,1.94,2.48,0.76,4.84,2.51
Sofiene,Jlassi,2A40,4.91,3.49,3.71,3.71,3.95
Farah,Driss,5SE2,1.38,2.84,4.29,5.0,3.38
Ghassen,Abidi,4IOSYS1,3.99,1.11,0.25,0.83,1.54
Mohamed,Jebali,5SLEAM2,5.0,1.23,0.63,0.78,1.91
Wafa,Mansour,5DS5,5.0,2.66,1.01,1.32,2.5
Aymen,Khemiri,4INFINI5,5.0,2.94,3.42,4.77,4.03
Haythem,Ayari,5INFINI5,2.85,5.0,3.45,5.0,4.07
Khadija,Kanzari,5SLEAM2,3.36,2.37,1.15,5.0,2.97
Rim,Chouchene,4SAE2,5.0,1.91,1.9,1.24,2.51
Dorra,Nasri,5SLEAM2,2.32,4.08,3.51,5.0,3.73
Manel,Jaziri,5BI2,4.93,0.94,1.4,2.39,2.41
Zied,Chaabane,3IA,1.46,2.5,2.3,3.51,2.44
Ahmed,Abidi,5SAE2,3.17,5.0,4.81,3.11,4.02
Amine,Saidi,4SAE2,3.25,5.0,4.65,5.0,4.48
Amine,Chebbi,5SLEAM2,2.86,2.78,4.52,4.92,3.77
Manel,Bouazizi,4INFINI5,2.38,4.25,4.97,4.2,3.95
Lotfi,Nasri,5SE2,2.57,4.33,5.0,2.93,3.71
Ismail,Sassi,4INFINI5,3.16,1.84,2.21,4.84,3.01
Fethi,Nasri,4SE2,2.98,3.19,0.34,4.57,2.77
Siwar,Mansour,4BI2,4.5,3.96,2.92,5.0,4.09
Oumaima,Miled,5INFINI5,3.78,3.63,4.32,4.39,4.03
Oumaima,Karoui,4SLEAM2,4.84,1.41,1.66,0.0,1.98
Chokri,Mejri,5TWIN2,4.49,4.23,3.71,2.94,3.84
Farah,Rekik,5BI2,5.0,0.81,0.86,1.36,2.01
Amel,Guettari,5SLEAM2,4.45,3.3,3.38,4.55,3.92
Khalil,Driss,3B10,5.0,0.93,1.82,0.59,2.09
Sabrine,Ammar,5NIDS3,3.38,4.86,3.59,4.41,4.06
Cyrine,Chouchene,5IOSYS1,5.0,1.22,2.27,1.49,2.49
Mouna,Cherif,5SLEAM2,1.95,3.35,5.0,3.06,3.34
Nizar,Ferjani,4TWIN2,2.99,4.32,3.86,4.41,3.89
Samira,Chouchene,4ARCTIC5,2.16,1.66,2.4,4.96,2.79
Rami,Mejri,2A40,2.12,3.92,5.0,5.0,4.01
Rania,Mansour,5TWIN2,4.78,2.02,2.62,0.34,2.44
Mariem,Zayani,4SLEAM2,4.54,2.81,2.14,0.46,2.49
Karim,Gharbi,4NIDS3,3.85,3.23,3.83,4.61,3.88
Amel,Belkhir,3A22,4.4,1.84,1.32,0.0,1.89
Ghada,Turki,4SE2,2.73,4.69,4.69,3.24,3.84
Sonia,Khlifi,2P1,1.27,0.88,2.04,4.63,2.21
Fares,Chebbi,4SLEAM2,5.0,1.96,2.78,2.0,2.93
Omar,Ben Ali,5SAE2,2.91,1.25,2.0,3.56,2.43
Fethi,Mansour,5GAMIX1,1.02,1.94,1.12,4.72,2.2
Khadija,Ben Salah,4BI2,2.82,4.16,4.38,1.91,3.32
Iheb,Abidi,5BI2,1.82,2.09,3.45,5.0,3.09
Nour,Ben Amor,4IOSYS1,3.95,2.58,2.89,3.02,3.11
Iheb,Toumi,5BI2,5.0,4.22,2.84,4.27,4.08
Hela,Mansour,4SAE2,3.88,0.77,1.1,1.27,1.76
Wafa,Rekik,4GAMIX1,3.24,4.93,4.14,4.55,4.21
Nour,Cherif,5NIDS3,3.29,4.15,4.49,5.0,4.23
Hiba,Maaloul,4DS5,3.0,3.99,2.96,5.0,3.74
Mohamed,Chebbi,2P1,3.47,4.35,5.0,5.0,4.45
Ines,Chouchene,5TWIN2,2.75,4.3,3.64,3.03,3.43
Siwar,Maaloul,5SAE2,4.76,2.85,1.07,0.57,2.31
Haythem,Ben Amor,4BI2,1.84,1.25,0.72,5.0,2.2
Sami,Ammar,4SAE2,5.0,3.15,3.9,4.07,4.03
Asma,Trabelsi,5BI2,2.7,5.0,4.83,2.49,3.75
Salma,Slimani,4TWIN2,2.32,3.48,3.39,3.94,3.28
Amina,Bouazizi,4BI2,4.97,2.47,3.35,4.85,3.91
Yasmine,Mansour,5SIM3,5.0,1.75,1.75,1.28,2.45
Mariem,Ferjani,3B10,2.13,3.94,5.0,2.57,3.41
Oussama,Turki,5SIM3,4.21,3.89,4.34,4.13,4.14
Tarek,Jebali,4GAMIX1,2.36,5.0,5.0,2.47,3.71
Meriem,Bouazizi,5NIDS3,5.0,1.25,2.14,1.43,2.46
Adel,Chaabane,2A40,4.5,3.31,2.89,4.02,3.68
Oumaima,Driss,1A20,4.85,2.07,2.24,1.03,2.55
Iheb,Khemiri,4BI2,2.41,5.0,5.0,2.91,3.83
Salma,Mejri,4ARCTIC5,2.63,5.0,4.4,2.78,3.7
Wafa,Jaziri,4NIDS3,3.74,3.33,4.04,3.17,3.57
Oussama,Kanzari,5TWIN2,4.14,2.75,2.07,0.0,2.24
Rim,Trabelsi,4ARCTIC5,5.0,0.86,2.69,0.33,2.22
Anis,Fourati,5IOSYS1,2.38,4.82,2.84,4.5,3.64
Nadia,Ben Amor,2P1,1.97,5.0,4.29,3.09,3.59
Dorra,Baccouche,5SE2,2.09,2.49,2.09,5.0,2.92
Omar,Haddad,4ARCTIC5,0.99,5.0,5.0,3.77,3.69
Ali,Ammar,5BI2,2.43,3.45,2.38,4.89,3.29
Sarra,Saidi,4SLEAM2,3.56,3.67,4.84,3.97,4.01
Rym,Jlassi,4INFINI5,4.16,1.2,1.71,1.15,2.05
Mariem,Jlassi,4SLEAM2,2.88,2.66,1.41,3.98,2.73
Oussama,Zouari,4SE2,2.45,3.95,3.95,4.42,3.69
Hela,Ayari,4INFINI5,4.9,3.3,3.05,4.72,3.99
Fares,Khlifi,5SLEAM2,4.22,2.17,1.34,0.88,2.15
Ahmed,Rekik,4GAMIX1,2.96,4.31,2.76,5.0,3.76
Walid,Saidi,5SE2,4.65,0.74,2.67,1.09,2.29
Cyrine,Karoui,4SE2,3.55,2.97,3.81,5.0,3.83
Amine,Hamdi,5BI2,3.56,4.33,3.44,4.98,4.08
Bechir,Bouazizi,4DS5,5.0,2.51,3.04,3.34,3.47
Sarra,Baccouche,5GAMIX1,4.22,4.59,5.0,4.46,4.57
Bilel,Hamdi,4GAMIX1,4.9,0.57,1.16,1.78,2.1
Ahmed,Haddad,4ARCTIC5,2.99,4.86,5.0,2.47,3.83
Ghada,Karoui,5SAE2,4.61,1.36,2.83,1.4,2.55
Omar,Jaziri,5INFINI5,4.94,3.11,3.63,4.54,4.05
Hamza,Mejri,5TWIN2,2.52,4.95,4.4,3.21,3.77
Mouna,Bouazizi,4NIDS3,0.75,2.67,1.24,4.58,2.31
Leila,Mansour,4INFINI5,5.0,2.98,3.41,3.97,3.84
Chokri,Karoui,4TWIN2,2.19,3.66,2.98,4.13,3.24
Adel,Fourati,4IOSYS1,5.0,0.67,1.78,0.74,2.05
Ghassen,Rekik,5SAE2,2.2,4.3,3.78,4.08,3.59
Sami,Baccouche,5ARCTIC5,5.0,1.09,1.28,0.0,1.84
Manel,Gharbi,5IOSYS1,2.82,5.0,5.0,2.27,3.77
Zaineb,Ben Amor,2A40,1.72,0.81,2.29,5.0,2.45
Hatem,Sassi,2A40,4.54,2.49,1.91,1.14,2.52
Hichem,Toumi,4IOSYS1,2.79,5.0,5.0,3.26,4.01
Manel,Ben Salah,5GAMIX1,2.41,3.59,2.83,5.0,3.46
Farah,Guettari,5INFINI5,5.0,0.5,2.52,1.45,2.37
Fares,Ferjani,2P1,3.74,3.85,2.54,4.6,3.68
Mariem,Belkhir,4SAE2,3.97,2.15,3.95,4.34,3.6
Sofiene,Maaloul,4TWIN2,4.73,2.89,4.1,3.92,3.91
Bilel,Kanzari,4DS5,2.56,5.0,4.37,3.18,3.78
Oussama,Cherif,2P1,2.61,5.0,4.62,3.22,3.86
Khadija,Mansour,5SE2,5.0,3.16,2.49,4.4,3.76
Khalil,Chaabane,5BI2,2.34,5.0,5.0,3.33,3.92
Skander,Lahmar,4SE2,5.0,2.68,3.0,4.44,3.78
Fares,Rekik,4INFINI5,5.0,1.22,2.3,2.02,2.64
Sarra,Miled,4SIM3,5.0,2.18,1.93,2.38,2.87
Zied,Jebali,3A22,1.78,0.31,4.34,5.0,2.86
Karim,Turki,4SIM3,3.29,4.52,3.92,4.25,4.0
Aymen,Ben Salah,5NIDS3,5.0,1.57,0.64,0.71,1.98
Sofiene,Ammar,5DS5,4.63,1.72,3.59,0.0,2.49
Oumaima,Chouchene,4INFINI5,4.29,2.53,3.59,4.77,3.79
Fatma,Zouari,4INFINI5,2.85,4.65,3.81,5.0,4.08
Chokri,Toumi,3A22,3.55,4.42,2.84,4.76,3.89
Nour,Makni,4IOSYS1,2.77,5.0,4.7,2.81,3.82
Haythem,Ghanouchi,2P1,5.0,1.15,3.33,0.79,2.57
