first_name,last_name,class,hard_skills,soft_skills,teamwork,creativity,total_score
Wafa,Mejri,4SLEAM2,5.0,2.19,2.33,1.36,2.72
Meriem,Jlassi,4BI2,4.24,2.69,3.21,3.44,3.39
Fatma,Baccouche,5SIM3,1.81,5.0,3.88,5.0,3.92
Amina,Ben Ali,4ARCTIC5,1.61,5.0,5.0,3.21,3.71
Ines,Jebali,4NIDS3,3.88,4.78,3.91,5.0,4.39
Tarek,Miled,5ARCTIC5,2.99,2.3,2.19,5.0,3.12
Tarek,Mansour,5SE2,3.67,2.71,3.49,4.29,3.54
Farah,Cherif,4ARCTIC5,4.47,2.83,3.74,3.72,3.69
Mouna,Belkhir,5SAE2,4.36,1.21,1.42,1.19,2.05
Hela,Chouchene,4SIM3,1.97,3.07,2.7,5.0,3.18
Samira,Kanzari,5INFINI5,5.0,2.6,3.22,5.0,3.95
Rim,Makni,4IOSYS1,2.6,4.44,5.0,3.06,3.77
Mohamed,Ammar,5TWIN2,5.0,2.55,2.66,1.84,3.01
Ines,Fourati,5SE2,4.75,2.49,3.54,3.73,3.63
Khadija,Ben Amor,4SE2,2.24,4.9,4.66,3.57,3.84
Youssef,Makni,1A20,2.91,4.94,4.71,3.31,3.97
Rania,Karoui,5SIM3,2.7,2.7,2.53,5.0,3.23
Leila,Ayari,4ARCTIC5,1.83,4.17,5.0,3.47,3.62
Lotfi,Guettari,2P1,4.55,3.29,3.79,3.07,3.68
Mohamed,Rekik,5SE2,4.73,2.38,2.13,1.65,2.72
Tarek,Chouchene,4NIDS3,4.22,1.6,1.92,1.54,2.32
Rami,Driss,5IOSYS1,3.12,4.83,4.95,4.69,4.4
Amel,Miled,3B10,1.9,4.45,5.0,4.69,4.01
Rami,Mabrouk,5SLEAM2,5.0,0.88,1.0,0.32,1.8
Ghada,Haddad,5DS5,2.96,3.43,3.34,4.94,3.67
Olfa,Jaziri,2P1,4.97,3.33,3.14,4.25,3.92
Eya,Jlassi,5SLEAM2,1.93,4.86,4.68,3.47,3.73
Wafa,Guettari,5BI2,2.37,4.53,3.42,4.85,3.79
Skander,Miled,5TWIN2,4.66,1.95,3.52,3.26,3.35
Amel,Bouazizi,4SIM3,3.35,3.73,3.85,5.0,3.98
Wafa,Lahmar,4SLEAM2,3.6,5.0,4.6,3.39,4.15
Fatma,Nasri,5SLEAM2,4.32,2.36,1.75,0.51,2.24
Eya,Ghanouchi,4GAMIX1,5.0,3.51,2.56,3.77,3.71
Walid,Guettari,5BI2,2.99,3.91,5.0,4.32,4.05
Amina,Jlassi,3B10,2.96,4.77,4.27,4.24,4.06
Hedi,Guettari,4GAMIX1,1.6,1.77,3.35,5.0,2.93
Mohamed,Hamdi,5SAE2,4.17,3.31,3.61,3.85,3.73
Walid,Mabrouk,5TWIN2,4.29,3.05,3.36,5.0,3.92
Bechir,Hamdi,5ARCTIC5,1.41,1.55,2.21,3.98,2.29
Khalil,Driss,4DS5,2.23,4.46,5.0,3.31,3.75
Cyrine,Haddad,5BI2,4.91,1.34,0.71,0.54,1.88
Asma,Mejri,5ARCTIC5,5.0,0.75,1.95,1.24,2.24
Hela,Kanzari,4BI2,3.99,4.04,4.51,4.8,4.33
Dorra,Mansour,5SLEAM2,2.79,4.06,4.64,3.49,3.74
Ahmed,Chouchene,4SLEAM2,1.51,4.5,5.0,5.0,4.0
Foued,Baccouche,5SLEAM2,3.26,4.64,5.0,3.02,3.98
Chokri,Jebali,4GAMIX1,4.33,3.95,3.82,5.0,4.27
Sabrine,Zouari,4SE2,4.0,3.63,3.88,5.0,4.13
Youssef,Ben Salah,4ARCTIC5,4.43,1.77,1.25,1.32,2.19
Amine,Lahmar,5DS5,4.71,3.14,4.29,3.49,3.91
Oussama,Jaziri,4IOSYS1,1.91,2.72,2.38,3.76,2.69
Manel,Cherif,5GAMIX1,2.17,2.67,1.53,4.03,2.6
Bechir,Makni,3A22,5.0,1.59,2.6,1.07,2.56
Fethi,Cherif,1A20,4.71,2.23,2.89,3.16,3.25
Karim,Makni,5SAE2,2.86,4.51,5.0,3.3,3.92
Farah,Makni,2P1,2.7,3.97,5.0,1.9,3.39
Ahmed,Zayani,5SE2,1.99,4.81,4.5,3.48,3.7
Iheb,Chebbi,5TWIN2,3.89,5.0,4.95,4.0,4.46
Zaineb,Toumi,5IOSYS1,2.09,5.0,4.04,2.93,3.51
Walid,Abidi,4SLEAM2,2.79,4.58,5.0,3.58,3.99
Ahmed,Trabelsi,4GAMIX1,4.77,0.62,3.7,1.85,2.74
Hatem,Hamdi,5GAMIX1,4.62,2.72,2.89,4.11,3.59
Emna,Khlifi,5NIDS3,4.13,1.16,2.29,1.62,2.3
Lotfi,Turki,4DS5,2.23,3.23,4.6,4.91,3.74
Ghassen,Fourati,4SLEAM2,3.47,4.33,4.84,4.4,4.26
Chaima,Slimani,4DS5,5.0,0.57,0.69,1.18,1.86
Sabrine,Ben Ali,5SAE2,2.31,3.28,4.55,2.09,3.06
Nadia,Chebbi,2P1,2.27,4.82,5.0,3.1,3.8
Nabil,Mansour,5ARCTIC5,3.59,3.81,3.41,4.54,3.84
Ghassen,Ammar,4GAMIX1,4.98,1.23,2.0,0.06,2.07
Nizar,Ben Amor,1A20,4.59,3.61,3.08,4.16,3.86
Rami,Guettari,3B10,1.73,4.44,4.72,3.32,3.55
Rym,Toumi,4SLEAM2,3.32,5.0,5.0,3.79,4.28
Nabil,Chaabane,5ARCTIC5,2.63,5.0,4.51,3.12,3.82
Amel,Chaabane,5INFINI5,2.32,4.93,5.0,2.75,3.75
Hend,Ben Ali,4ARCTIC5,1.66,5.0,5.0,1.77,3.36
Ines,Ammar,5GAMIX1,2.45,2.96,2.22,5.0,3.16
Cyrine,Turki,5GAMIX1,5.0,3.2,4.1,4.65,4.24
Youssef,Jlassi,4SLEAM2,2.19,4.63,4.88,2.69,3.6
Leila,Chouchene,5IOSYS1,2.76,4.84,5.0,2.71,3.83
Wafa,Ayari,4BI2,4.7,3.23,3.6,4.54,4.02
Salma,Haddad,5DS5,4.54,2.96,3.16,5.0,3.91
Nadia,Ammar,5NIDS3,4.65,2.9,4.14,4.99,4.17
Amina,Saidi,5SE2,1.9,3.37,3.53,4.74,3.38
Farah,Ben Salah,4SIM3,3.71,3.29,3.35,5.0,3.84
Aymen,Mansour,5DS5,5.0,4.04,3.96,3.56,4.14
Wided,Lahmar,5IOSYS1,3.1,4.79,4.38,5.0,4.32
Amine,Ghanouchi,5GAMIX1,4.71,2.91,5.0,4.28,4.23
Siwar,Chebbi,5ARCTIC5,4.82,1.49,1.55,0.43,2.07
Ines,Baccouche,3A22,4.78,2.63,3.03,3.21,3.41
Skander,Khemiri,4IOSYS1,4.25,3.46,3.7,3.79,3.8
Hend,Ben Salah,4TWIN2,4.78,2.44,2.64,0.95,2.7
Omar,Kanzari,1A20,5.0,1.94,3.47,4.43,3.71
Khalil,Haddad,5DS5,4.85,3.83,3.2,5.0,4.22
Foued,Mabrouk,5BI2,4.58,0.13,2.0,1.86,2.14
Chokri,Driss,4GAMIX1,2.82,4.14,3.85,4.96,3.94
Ghada,Rekik,3IA,3.44,2.82,0.59,5.0,2.96
Haythem,Maaloul,5TWIN2,1.81,3.8,4.04,5.0,3.66
Oumaima,Slimani,4GAMIX1,5.0,1.87,2.77,1.02,2.66
Oussama,Maaloul,4ARCTIC5,3.94,4.26,5.0,4.15,4.34
Fatma,Mejri,4NIDS3,4.53,3.78,4.24,5.0,4.39
Hela,Maaloul,4ARCTIC5,5.0,0.63,1.62,0.62,1.97
Fares,Saidi,2A40,1.74,3.58,3.06,5.0,3.34
Iheb,Saidi,4ARCTIC5,5.0,1.8,1.1,0.27,2.04
Chaima,Sassi,4BI2,5.0,1.62,2.1,1.15,2.47
Ines,Toumi,4BI2,3.42,3.58,3.65,4.2,3.71
Mehdi,Mejri,5TWIN2,2.44,4.05,5.0,3.74,3.81
Ghassen,Belkhir,5GAMIX1,1.94,5.0,5.0,3.11,3.76
Hiba,Bouazizi,4GAMIX1,2.82,5.0,4.66,2.39,3.72
Foued,Karoui,4IOSYS1,2.3,5.0,3.99,2.87,3.54
Chokri,Makni,1A20,5.0,1.08,2.58,0.0,2.16
Mourad,Belkhir,5SLEAM2,2.65,5.0,5.0,4.12,4.19
Ghassen,Ben Ali,4GAMIX1,3.33,2.4,4.21,4.55,3.62
Ahmed,Maaloul,4IOSYS1,4.77,1.04,2.55,0.74,2.27
Ines,Mejri,5SE2,3.81,0.69,2.02,0.56,1.77
Siwar,Turki,4SLEAM2,4.68,1.88,2.69,5.0,3.56
Rym,Belkhir,4TWIN2,2.15,3.79,1.42,5.0,3.09
Hiba,Nasri,3A22,1.79,5.0,5.0,2.53,3.58
Rania,Gharbi,4SIM3,3.3,3.4,2.36,5.0,3.52
Ghada,Mabrouk,4TWIN2,2.29,5.0,3.68,2.48,3.36
Ismail,Abidi,4DS5,2.21,5.0,3.76,3.29,3.56
Hela,Mansour,4IOSYS1,1.79,1.89,1.55,5.0,2.56
Iheb,Mejri,4SIM3,2.48,3.19,1.2,4.71,2.9
Eya,Toumi,4DS5,4.9,3.22,2.38,3.85,3.59
Samira,Ghanouchi,5DS5,3.04,4.32,4.2,4.56,4.03
Ines,Nasri,4SIM3,4.89,3.25,2.57,4.17,3.72
Karim,Trabelsi,4SAE2,5.0,2.6,1.68,0.0,2.32
Yasmine,Jaziri,5GAMIX1,2.0,2.1,2.42,4.5,2.76
Rim,Khemiri,5SLEAM2,2.04,4.99,5.0,2.84,3.72
Youssef,Rekik,5TWIN2,5.0,2.7,1.72,0.88,2.57
Rim,Ben Amor,5GAMIX1,5.0,0.74,2.53,0.38,2.16
Mouna,Jlassi,5ARCTIC5,0.49,1.96,2.63,4.27,2.33
Cyrine,Khlifi,2P1,4.55,1.02,1.05,1.19,1.95
Walid,Chebbi,5INFINI5,2.52,4.72,4.97,2.21,3.6
Rami,Bouazizi,2A40,5.0,2.97,4.04,4.85,4.22
Omar,Mabrouk,5GAMIX1,3.4,4.53,2.35,4.28,3.64
Hichem,Lahmar,4BI2,2.66,5.0,5.0,3.23,3.97
Iheb,Zayani,4BI2,1.44,3.85,2.25,3.36,2.72
Khalil,Sassi,4GAMIX1,4.49,2.98,2.89,4.48,3.71
Karim,Ben Amor,5SLEAM2,3.17,4.18,2.87,3.68,3.48
Sarra,Ammar,3B10,4.69,2.05,1.26,1.93,2.48
Oumaima,Bouazizi,1A20,3.99,2.16,3.2,2.09,2.86
Amine,Zayani,2P1,3.08,5.0,5.0,3.14,4.05
Cyrine,Mabrouk,5SLEAM2,1.85,3.37,3.22,4.53,3.24
Adel,Khemiri,5DS5,5.0,2.66,2.52,4.03,3.55
Zaineb,Ben Amor,4IOSYS1,4.8,1.24,2.8,0.42,2.32
Ghassen,Khemiri,5DS5,4.09,4.13,4.06,4.25,4.13
Hamza,Sassi,4SIM3,3.54,2.22,3.59,3.76,3.27
Bechir,Chaabane,4SLEAM2,5.0,0.57,1.49,1.27,2.08
Bechir,Ammar,5BI2,2.33,3.65,5.0,2.25,3.31
Rania,Bouazizi,4IOSYS1,5.0,2.2,2.84,0.38,2.61
Ismail,Ghanouchi,4SLEAM2,2.13,4.13,0.0,5.0,2.81
Sarra,Chebbi,4SLEAM2,2.39,4.58,4.72,2.4,3.52
Eya,Haddad,2A40,5.0,0.16,2.27,0.23,1.91
Hiba,Chebbi,5INFINI5,3.89,2.05,2.74,0.0,2.17
Zied,Abidi,3A22,5.0,2.68,2.26,1.36,2.82
Sami,Lahmar,1A20,5.0,3.18,3.83,4.47,4.12
Skander,Guettari,4SLEAM2,1.81,5.0,4.02,2.18,3.25
Meriem,Ferjani,5GAMIX1,5.0,1.08,2.84,1.54,2.61
Iheb,Jaziri,5NIDS3,5.0,3.81,3.25,3.65,3.93
Mariem,Mejri,4DS5,2.41,2.25,1.51,5.0,2.79
Haythem,Mejri,5BI2,4.82,2.78,2.78,4.26,3.66
Cyrine,Baccouche,4SIM3,5.0,1.9,2.13,2.27,2.83
Iheb,Ammar,4SIM3,4.21,1.68,2.02,2.06,2.49
Samira,Bouazizi,5ARCTIC5,5.0,1.82,1.97,0.66,2.36
Rania,Kanzari,5DS5,3.08,4.37,4.75,5.0,4.3
Farah,Ghanouchi,4INFINI5,4.67,3.12,3.07,3.5,3.59
Ghassen,Jaziri,5TWIN2,2.62,4.7,3.97,4.07,3.84
Siwar,Chouchene,4NIDS3,4.99,3.1,3.31,4.59,4.0
Hatem,Haddad,4DS5,1.78,2.57,3.52,5.0,3.22
Asma,Hamdi,4IOSYS1,5.0,0.74,0.0,1.99,1.93
Mohamed,Kanzari,3B10,4.33,1.53,1.07,1.0,1.98
Nabil,Khemiri,5GAMIX1,2.87,4.24,2.9,4.79,3.7
Lotfi,Maaloul,5SE2,1.09,4.17,2.25,5.0,3.13
Wassim,Chaabane,4GAMIX1,2.59,4.6,4.13,4.04,3.84
Nour,Ben Salah,2P1,5.0,0.86,2.7,2.32,2.72
Lotfi,Hamdi,4NIDS3,2.07,4.63,3.35,4.02,3.52
Olfa,Ghanouchi,4ARCTIC5,3.41,3.78,3.07,5.0,3.81
Samira,Hamdi,4BI2,3.23,3.53,3.89,3.28,3.48
Youssef,Baccouche,5TWIN2,3.5,4.85,5.0,2.23,3.9
Adel,Maaloul,4SIM3,1.74,2.16,1.05,3.62,2.14
Hedi,Cherif,3IA,3.19,1.29,0.91,0.94,1.59
Bilel,Jlassi,5SE2,5.0,2.1,2.29,1.41,2.7
Oumaima,Chaabane,4NIDS3,5.0,3.6,3.25,3.75,3.9
Tarek,Trabelsi,5NIDS3,2.77,4.89,5.0,2.24,3.73
Aymen,Guettari,4DS5,1.58,5.0,5.0,2.83,3.6
Chaima,Khlifi,5NIDS3,2.71,4.09,3.45,4.86,3.78
Chaima,Mejri,3IA,2.01,4.64,4.38,3.51,3.63
Ines,Saidi,5IOSYS1,5.0,1.69,2.43,0.94,2.51
Leila,Belkhir,4SLEAM2,2.05,4.48,4.55,4.54,3.91
Amina,Belkhir,4ARCTIC5,2.94,4.44,4.36,5.0,4.18
Cyrine,Ammar,5INFINI5,2.98,5.0,4.91,2.82,3.93
Nabil,Ghanouchi,2A40,1.87,1.95,2.77,3.81,2.6
Sarra,Turki,4SIM3,4.8,2.01,1.96,1.67,2.61
Asma,Driss,5IOSYS1,4.49,0.32,1.29,0.0,1.53
Samira,Ben Ali,4NIDS3,5.0,3.5,3.84,4.64,4.25
Olfa,Ayari,4SIM3,3.49,0.0,2.35,1.6,1.86
Sarra,Trabelsi,4INFINI5,1.33,4.61,5.0,3.38,3.58
Rim,Maaloul,2A40,4.38,2.43,0.71,1.71,2.31
Youssef,Sassi,5BI2,3.43,2.57,4.75,5.0,3.94
Olfa,Ben Salah,3A22,4.31,3.62,4.03,3.85,3.95
Ali,Kanzari,3B10,2.08,0.54,2.1,5.0,2.43
Siwar,Ammar,5SE2,1.23,3.27,0.19,4.75,2.36
Rim,Saidi,4TWIN2,1.28,3.19,3.01,5.0,3.12
Bechir,Turki,4SAE2,5.0,3.01,4.27,3.65,3.98
Ali,Belkhir,4BI2,4.55,3.57,3.82,3.8,3.93
Hamza,Driss,4NIDS3,5.0,3.5,3.24,4.71,4.11
Rim,Ferjani,4SE2,1.25,1.84,3.61,3.76,2.62
Wassim,Guettari,4SE2,3.93,3.07,2.88,4.58,3.61
Asma,Chaabane,5SLEAM2,1.97,1.38,2.51,4.35,2.55
Chokri,Saidi,4NIDS3,3.18,3.93,5.0,4.42,4.13
Nour,Trabelsi,3A22,2.05,5.0,4.53,3.15,3.68
Rim,Bouazizi,4SAE2,4.25,2.38,4.67,5.0,4.07
Mehdi,Nasri,5DS5,2.38,5.0,4.04,2.21,3.41
Anis,Bouazizi,5DS5,5.0,0.35,2.39,1.87,2.4
Ismail,Mabrouk,5GAMIX1,4.93,1.25,2.02,0.15,2.09
Marwen,Jebali,4TWIN2,4.89,1.56,2.51,0.68,2.41
Mariem,Ghanouchi,4TWIN2,4.88,2.29,3.74,4.73,3.91
Mourad,Cherif,4IOSYS1,1.78,4.54,5.0,2.58,3.47
Rami,Ayari,5IOSYS1,3.64,4.41,3.97,3.75,3.94
Bilel,Ferjani,4DS5,4.88,2.7,1.63,0.3,2.38
Zaineb,Abidi,2P1,2.99,5.0,5.0,2.25,3.81
Rami,Hamdi,4INFINI5,5.0,2.02,3.42,1.05,2.87
Nizar,Saidi,4INFINI5,3.15,4.2,4.28,3.98,3.9
Khalil,Chouchene,5INFINI5,4.44,3.31,3.23,3.3,3.57
Sabrine,Abidi,4BI2,3.99,1.45,1.79,1.35,2.14
Youssef,Fourati,5SAE2,5.0,1.8,2.83,4.64,3.57
Bilel,Karoui,1A20,4.91,1.57,2.38,0.14,2.25
Sofiene,Baccouche,4SLEAM2,5.0,1.2,2.65,2.35,2.8
Mohamed,Baccouche,5DS5,3.45,2.88,2.07,3.59,3.0
Hedi,Chouchene,5DS5,1.33,3.79,3.71,3.95,3.2
Rami,Gharbi,5TWIN2,3.13,1.1,1.43,0.98,1.66
Ghada,Ayari,4ARCTIC5,5.0,1.46,2.0,1.04,2.38
Cyrine,Rekik,4SIM3,1.88,2.86,0.18,5.0,2.48
Omar,Ayari,2A40,2.72,5.0,4.38,4.23,4.08
Nizar,Jlassi,1A20,3.03,4.07,3.28,4.57,3.73
Samira,Ben Salah,4BI2,2.94,4.36,5.0,3.41,3.93
Nabil,Zouari,3B10,2.46,5.0,5.0,3.16,3.9
Fares,Ben Salah,4SLEAM2,4.42,2.93,3.61,3.64,3.65
Fares,Nasri,3A22,4.73,1.72,2.52,4.6,3.39
Eya,Khemiri,2P1,2.61,3.38,3.63,4.62,3.56
Sofiene,Sassi,2P1,2.3,4.03,4.83,4.96,4.03
Rym,Rekik,4IOSYS1,3.15,3.57,4.93,3.45,3.77
Eya,Gharbi,5TWIN2,4.39,2.66,4.98,5.0,4.26
Chokri,Rekik,4INFINI5,1.26,3.0,2.06,5.0,2.83
Samira,Jaziri,5SAE2,4.91,3.21,3.83,5.0,4.24
Rym,Sassi,4ARCTIC5,5.0,2.47,1.05,0.69,2.3
Samira,Chouchene,3B10,5.0,0.74,0.95,0.63,1.83
Skander,Mabrouk,1A20,4.84,2.06,3.57,4.16,3.66
Sarra,Ben Amor,4INFINI5,4.1,0.68,2.91,0.56,2.06
Dorra,Miled,5IOSYS1,2.68,2.82,1.87,3.87,2.81
Oussama,Abidi,4IOSYS1,2.0,4.09,5.0,3.08,3.54
Rania,Ben Amor,5TWIN2,2.83,0.97,3.09,3.57,2.61
Emna,Jebali,5SIM3,4.47,0.28,2.21,1.18,2.04
Chokri,Mansour,2P1,3.27,3.03,3.88,5.0,3.79
Hamza,Khlifi,4SAE2,5.0,0.75,1.76,0.18,1.92
Fares,Turki,4BI2,1.31,5.0,5.0,3.75,3.76
Hamza,Maaloul,5DS5,5.0,0.72,1.29,0.0,1.75
Manel,Maaloul,4BI2,1.76,3.1,4.4,4.84,3.53
Hichem,Khemiri,1A20,5.0,3.48,3.75,4.58,4.2
Lotfi,Slimani,4SE2,2.72,3.11,4.78,3.95,3.64
Mehdi,Driss,4SLEAM2,1.79,4.78,5.0,3.45,3.75
Ali,Cherif,4NIDS3,3.16,1.14,3.5,0.44,2.06
Asma,Ben Salah,5SAE2,1.36,5.0,4.99,2.47,3.46
Skander,Chebbi,5SAE2,3.8,4.25,4.33,5.0,4.35
Dorra,Baccouche,5INFINI5,4.96,3.26,2.56,4.49,3.82
Ismail,Cherif,5SIM3,3.12,4.6,5.0,5.0,4.43
Rym,Nasri,4BI2,2.59,3.59,4.46,5.0,3.91
Tarek,Ghanouchi,5DS5,5.0,0.65,0.97,1.88,2.13
Wassim,Miled,5SAE2,5.0,2.34,2.31,2.36,3.0
Hichem,Ben Amor,4SE2,5.0,3.82,3.5,4.83,4.29
Sami,Bouazizi,5GAMIX1,5.0,2.79,3.81,4.15,3.94
Oumaima,Chebbi,4SLEAM2,2.65,2.72,5.0,4.06,3.61
Hatem,Zouari,5SLEAM2,4.28,2.45,3.37,4.2,3.57
Sonia,Turki,5NIDS3,5.0,2.13,5.0,4.68,4.2
Mourad,Zouari,4NIDS3,0.92,4.03,3.08,5.0,3.26
Rania,Makni,4IOSYS1,4.27,3.09,4.36,3.6,3.83
Amel,Toumi,5GAMIX1,5.0,1.39,3.04,1.79,2.8
Hedi,Rekik,5BI2,5.0,0.7,2.02,1.35,2.27
Yasmine,Ben Ali,3B10,2.6,4.62,5.0,3.91,4.03
Nabil,Cherif,4INFINI5,4.2,1.41,0.64,1.62,1.97
Oumaima,Khlifi,5SLEAM2,4.19,2.81,2.95,3.33,3.32
Meriem,Cherif,5SIM3,1.03,0.72,2.44,2.58,1.69
Nadia,Abidi,4IOSYS1,2.17,4.98,4.97,3.07,3.8
Lobna,Jaziri,4ARCTIC5,4.63,3.34,2.71,1.15,2.96
Ghassen,Saidi,5NIDS3,3.61,4.2,3.75,5.0,4.14
Ghassen,Makni,4DS5,2.34,5.0,5.0,3.29,3.91
Samira,Khemiri,5GAMIX1,2.81,3.38,5.0,4.32,3.88
Karim,Driss,4NIDS3,5.0,1.09,2.02,2.26,2.6
Rym,Jaziri,5SLEAM2,3.1,4.8,3.58,4.0,3.87
Hend,Trabelsi,5DS5,2.01,2.11,0.51,5.0,2.41
Sabrine,Khlifi,5TWIN2,5.0,1.18,2.84,1.9,2.73
Meriem,Haddad,5SIM3,5.0,3.46,4.11,4.69,4.32
Mourad,Ayari,3B10,4.14,1.81,1.33,1.93,2.3
Amine,Makni,5TWIN2,2.56,5.0,5.0,3.36,3.98
Hedi,Jaziri,3B10,5.0,2.78,3.39,4.18,3.84
Hedi,Zouari,5IOSYS1,2.57,0.87,1.66,5.0,2.52
Wafa,Saidi,2A40,5.0,1.09,1.96,0.58,2.16
Hichem,Abidi,4SLEAM2,5.0,1.01,1.82,0.72,2.14
Anis,Chaabane,5SE2,4.65,0.78,1.54,1.3,2.07
Fethi,Baccouche,4IOSYS1,2.59,4.75,5.0,2.58,3.73
Yasmine,Chaabane,4SAE2,2.21,2.62,2.21,3.54,2.65
Khadija,Baccouche,5SE2,2.48,3.75,3.64,4.71,3.64
Yasmine,Ammar,5ARCTIC5,5.0,2.32,5.0,3.03,3.84
Ahmed,Belkhir,4SE2,2.48,4.61,5.0,3.73,3.96
Leila,Cherif,5DS5,2.51,4.15,4.61,1.97,3.31
Omar,Chaabane,5IOSYS1,2.72,3.87,3.69,4.58,3.72
Oussama,Chebbi,4SIM3,3.06,4.45,3.3,5.0,3.95
Hatem,Khemiri,4GAMIX1,3.05,3.42,5.0,5.0,4.12
Oussama,Khlifi,5SAE2,3.04,3.5,2.99,4.73,3.56
Skander,Makni,4NIDS3,4.06,5.0,4.03,3.72,4.2
Marwen,Ayari,5GAMIX1,5.0,0.93,1.96,0.99,2.22
Manel,Khemiri,5ARCTIC5,2.14,5.0,5.0,1.49,3.41
Salma,Chebbi,4ARCTIC5,2.48,4.57,4.53,5.0,4.14
Haythem,Ferjani,2A40,5.0,1.78,2.3,0.1,2.29
Lotfi,Belkhir,4SAE2,4.95,1.86,1.31,1.39,2.38
Karim,Ferjani,4NIDS3,2.33,4.76,5.0,4.51,4.15
Dorra,Khemiri,5DS5,1.29,2.47,1.61,5.0,2.59
Fatma,Jlassi,4TWIN2,2.49,2.55,2.98,3.96,3.0
Samira,Lahmar,3B10,5.0,2.97,3.46,4.79,4.05
Zied,Maaloul,4GAMIX1,1.63,3.6,3.69,5.0,3.48
Fatma,Khemiri,5IOSYS1,1.75,2.08,2.78,5.0,2.9
Youssef,Jaziri,5IOSYS1,4.88,3.02,1.74,1.56,2.8
Lotfi,Haddad,5SE2,2.01,1.67,2.69,5.0,2.84
Bechir,Khlifi,4GAMIX1,4.79,2.5,3.51,3.94,3.69
Yasmine,Khlifi,5SLEAM2,2.3,5.0,5.0,2.68,3.74
Ghassen,Zayani,5TWIN2,0.0,2.62,2.12,4.97,2.43
Manel,Chouchene,5ARCTIC5,4.72,2.01,3.84,5.0,3.89
Omar,Cherif,4NIDS3,2.48,4.47,3.14,4.6,3.67
Fares,Slimani,4GAMIX1,5.0,1.29,1.32,1.05,2.16
Hedi,Miled,4NIDS3,2.31,5.0,3.06,5.0,3.84
Emna,Ben Ali,4IOSYS1,5.0,3.5,2.21,5.0,3.93
Yasmine,Zouari,4TWIN2,2.22,5.0,4.16,2.58,3.49
Sofiene,Bouazizi,5SIM3,4.75,0.13,1.72,0.88,1.87
Oumaima,Karoui,4INFINI5,1.36,5.0,5.0,3.25,3.65
Chaima,Zayani,4SIM3,3.53,4.16,4.37,4.22,4.07
Lina,Hamdi,4SE2,2.85,4.42,4.53,2.81,3.65
Siwar,Driss,4SIM3,2.86,4.6,4.46,2.12,3.51
Ghassen,Trabelsi,2A40,2.48,4.53,5.0,3.11,3.78
Aymen,Mabrouk,5INFINI5,1.49,3.2,2.75,4.94,3.09
Foued,Ben Salah,5NIDS3,5.0,0.66,2.49,1.54,2.42
Chaima,Guettari,5IOSYS1,4.69,1.58,1.07,1.11,2.11
Hedi,Zayani,4NIDS3,2.06,4.77,4.07,3.71,3.65
Rym,Maaloul,4SLEAM2,2.3,3.66,4.54,5.0,3.87
Lina,Ghanouchi,5IOSYS1,1.42,2.52,1.24,3.89,2.27
Emna,Gharbi,4SAE2,1.82,4.37,4.8,3.89,3.72
Hatem,Chaabane,2A40,1.93,5.0,5.0,2.47,3.6
Hela,Fourati,4GAMIX1,2.05,3.79,4.93,5.0,3.94
Hela,Ben Salah,4ARCTIC5,2.5,5.0,4.35,1.61,3.37
Wided,Hamdi,5ARCTIC5,2.83,5.0,4.57,3.08,3.87
Ines,Ghanouchi,5IOSYS1,4.41,2.24,1.34,0.0,2.0
Mariem,Toumi,4TWIN2,4.26,2.18,3.2,4.94,3.65
Sabrine,Mabrouk,3IA,4.9,1.67,1.5,0.2,2.07
Karim,Ammar,1A20,2.72,3.74,4.46,4.5,3.85
Emna,Ferjani,5TWIN2,2.02,4.14,4.84,3.28,3.57
Hela,Zouari,4BI2,5.0,3.18,2.48,0.33,2.75
Hiba,Chouchene,4SE2,1.76,5.0,4.7,4.11,3.89
Lina,Ben Amor,3A22,3.53,3.59,4.86,5.0,4.24
Mourad,Kanzari,5SE2,2.55,4.4,4.11,4.23,3.82
Ines,Ferjani,5DS5,3.15,5.0,4.79,2.44,3.84
Meriem,Khemiri,5ARCTIC5,4.95,2.91,3.99,3.87,3.93
Fares,Maaloul,2A40,4.84,3.35,3.81,4.85,4.21
Amine,Rekik,4SLEAM2,3.26,5.0,4.96,2.79,4.0
Amina,Fourati,5SE2,3.29,1.83,2.59,5.0,3.18
Hichem,Driss,4SAE2,5.0,2.17,0.91,1.32,2.35
Wassim,Ben Amor,5SLEAM2,2.47,4.44,5.0,3.89,3.95
Wassim,Jebali,4DS5,5.0,2.48,3.91,4.47,3.96
Sonia,Miled,2P1,5.0,2.31,2.52,4.24,3.52
Sonia,Chaabane,4SLEAM2,4.7,1.7,1.87,0.79,2.26
Hamza,Mejri,5NIDS3,2.01,4.5,5.0,1.62,3.28
Cyrine,Nasri,4TWIN2,1.2,3.85,4.08,5.0,3.53
Hiba,Cherif,5SE2,5.0,2.13,3.15,5.0,3.82
Asma,Karoui,4INFINI5,4.0,2.04,2.96,1.7,2.67
Mouna,Ammar,4NIDS3,3.19,4.04,4.24,3.73,3.8
Sarra,Slimani,4IOSYS1,4.69,2.56,2.81,0.3,2.59
Hichem,Ben Ali,5SLEAM2,3.08,3.58,5.0,3.12,3.69
Salma,Baccouche,4NIDS3,5.0,2.99,4.08,4.15,4.06
Oumaima,Miled,2P1,5.0,1.65,2.75,1.84,2.81
Aymen,Jaziri,3A22,4.0,0.85,1.91,0.07,1.71
