first_name,last_name,gender,age,nationality,hard_skills,soft_skills,teamwork,creativity,class
Sarra,Chebbi,Female,20,Tunisian,0.67,4.2,4.19,0.51,1A3
Hiba,Ayari,Female,20,Tunisian,1.5,0.89,1.21,4.96,1A3
Sonia,Karoui,Female,23,Tunisian,2.74,3.12,2.47,0.72,1A3
Nour,Rekik,Female,25,Tunisian,1.19,1.2,1.11,1.52,1A3
Nabil,Haddad,Male,21,Tunisian,3.7,1.53,0.63,2.59,1A3
Cheikh,Sarr,Male,23,Senegalese,4.4,4.84,1.82,1.93,1A3
Lobna,Jaziri,Female,25,Tunisian,1.79,4.43,1.01,2.48,1A3
Samira,Maaloul,Female,29,Tunisian,0.1,0.35,3.91,0.0,1A3
Amina,Jaziri,Female,18,Tunisian,1.71,4.15,0.62,3.61,1A3
Oumaima,Lahmar,Female,25,Tunisian,3.25,0.38,1.66,3.57,1A3
Marwen,Haddad,Male,18,Tunisian,1.59,3.41,0.65,4.09,1A3
Rania,Jebali,Female,25,Tunisian,4.53,4.43,0.07,1.9,1A3
Naima,Idrissi,Female,23,Moroccan,1.85,4.08,2.62,4.25,1A3
Hamza,Belkhir,Male,24,Tunisian,0.49,2.48,2.29,2.03,1A3
Sami,Bouazizi,Male,40,Tunisian,4.11,1.23,4.57,4.29,1A3
Mariem,Baccouche,Female,18,Tunisian,1.09,2.58,2.48,1.31,1A70
Chaima,Nasri,Female,25,Tunisian,4.95,0.78,2.67,0.35,1A70
Ismail,Gharbi,Male,22,Tunisian,3.55,2.99,0.35,1.16,1A70
Sabrine,Zayani,Female,24,Tunisian,0.78,4.76,1.16,0.3,1A70
Ismail,Zayani,Male,19,Tunisian,1.08,4.84,3.06,3.01,1A70
Siwar,Chouchene,Female,25,Tunisian,4.13,3.99,0.76,3.86,1A70
Marwen,Cherif,Male,20,Tunisian,2.81,2.08,2.91,1.54,1A70
Rania,Guettari,Female,23,Tunisian,3.47,2.78,3.68,2.72,1A70
Mourad,Haddad,Male,19,Tunisian,0.83,2.62,3.33,1.95,1A70
Cheikh,Thiam,Male,23,Senegalese,3.15,4.21,0.84,3.72,1A70
Fatma,Driss,Female,23,Tunisian,1.82,0.21,2.78,2.11,1A70
Bilel,Ben Salah,Male,24,Tunisian,2.39,3.97,2.55,4.18,1A70
Lina,Chebbi,Female,40,Tunisian,4.17,4.81,0.54,4.97,1A70
Salem,Hassan,Male,22,Libyan,1.44,3.17,1.69,2.97,1A70
Hiba,Mejri,Female,21,Tunisian,2.89,4.36,0.12,1.59,1A70
Hedi,Slimani,Male,24,Tunisian,1.6,4.56,3.96,2.46,1A70
Aliou,Fall,Male,20,Senegalese,3.82,0.97,1.45,4.43,1A70
Aymen,Bouazizi,Male,24,Tunisian,4.02,2.82,2.49,3.77,1A70
Yasmine,Ayari,Female,21,Tunisian,0.08,4.96,3.69,1.32,1A70
Samir,Cherif,Male,18,Algerian,4.64,2.97,4.02,1.26,1A70
Nadia,Bouazizi,Female,20,Tunisian,4.5,4.26,3.52,2.86,1A70
Mourad,Turki,Male,25,Tunisian,2.04,4.13,2.76,0.72,1A70
Sabrine,Toumi,Female,23,Tunisian,0.68,4.51,0.83,0.72,1A70
Amine,Hamdi,Male,22,Tunisian,0.08,0.63,4.94,0.66,1A70
Farah,Khlifi,Female,25,Tunisian,0.28,3.1,2.78,1.74,1A70
Mariem,Ayari,Female,22,Tunisian,4.44,2.64,4.34,0.03,5SIM32
Hela,Jaziri,Female,24,Tunisian,3.03,1.59,1.19,3.77,5SIM32
Zied,Jebali,Male,25,Tunisian,2.61,1.66,4.3,4.74,5SIM32
Olfa,Ayari,Female,25,Tunisian,3.96,3.7,0.89,0.52,5SIM32
Marwen,Zayani,Male,22,Tunisian,0.64,3.92,4.02,2.73,5SIM32
Mehdi,Jaziri,Male,21,Tunisian,4.78,1.8,3.66,0.16,5SIM32
Samira,Jebali,Female,24,Tunisian,1.91,4.08,2.96,4.01,5SIM32
Kheira,Haddad,Female,20,Algerian,1.43,0.23,2.16,0.48,5SIM32
Rym,Hamdi,Female,25,Tunisian,4.62,3.85,4.27,0.15,5SIM32
Leila,Hamdi,Female,19,Tunisian,1.17,1.61,2.93,3.53,5SIM32
Fares,Khlifi,Male,35,Tunisian,4.35,0.15,3.55,3.01,5SIM32
Ghassen,Mansour,Male,19,Tunisian,1.53,1.97,0.04,1.39,5SIM32
Emna,Ben Salah,Female,18,Tunisian,2.41,0.34,2.36,2.92,5SIM32
Chokri,Nasri,Male,18,Tunisian,2.66,0.1,1.26,2.15,5SIM32
Karim,Benali,Male,25,Algerian,3.68,0.37,0.92,0.64,5SIM32
Hela,Jebali,Female,25,Tunisian,1.61,1.11,4.27,0.07,5SIM32
Zainab,Fathi,Female,24,Libyan,3.18,2.56,3.24,3.46,5SIM32
Mourad,Chouchene,Male,18,Tunisian,3.54,0.2,3.62,0.44,5SIM32
Amina,Jebali,Female,22,Tunisian,4.61,3.49,1.3,4.66,5SIM32
Mabruka,Fathi,Female,20,Libyan,3.39,1.77,2.65,1.46,5SIM32
Fethi,Ayari,Male,18,Tunisian,1.9,4.03,4.88,0.01,5SIM32
Ghassen,Zouari,Male,19,Tunisian,3.21,2.78,1.75,4.31,5SIM32
Ghassen,Sassi,Male,24,Tunisian,0.19,4.71,4.72,3.15,5SIM32
Karim,Abidi,Male,19,Tunisian,3.16,4.46,2.73,4.97,5SIM32
Rym,Slimani,Female,21,Tunisian,0.1,2.25,3.96,3.38,5SIM32
Adel,Belkhir,Male,25,Tunisian,4.09,2.52,1.62,4.21,5SIM32
Lotfi,Chebbi,Male,22,Tunisian,2.72,1.12,4.34,1.69,5SIM32
Sonia,Guettari,Female,21,Tunisian,1.89,3.27,1.49,0.31,5SIM32
Haythem,Slimani,Male,24,Tunisian,2.39,3.38,2.61,4.07,5SIM32
Oumaima,Makni,Female,24,Tunisian,2.92,4.98,3.48,0.52,5SIM32
Haythem,Jlassi,Male,25,Tunisian,2.04,1.03,0.03,0.53,5SIM32
Mouna,Trabelsi,Female,19,Tunisian,4.35,2.91,3.22,1.32,5SIM32
Ahmed,Jebali,Male,25,Tunisian,3.58,2.54,4.99,3.26,4NIDS59
Aliou,Gueye,Male,21,Senegalese,3.82,0.3,4.65,1.66,4NIDS59
Ismail,Mejri,Male,25,Tunisian,0.77,4.65,4.52,1.26,4NIDS59
Ghassen,Fourati,Male,23,Tunisian,3.45,1.87,0.32,1.57,4NIDS59
Manel,Jebali,Female,25,Tunisian,3.65,1.04,3.66,3.8,4NIDS59
Meriem,Maaloul,Female,19,Tunisian,3.53,2.74,1.66,1.8,4NIDS59
Iheb,Trabelsi,Male,18,Tunisian,4.31,0.3,0.18,3.4,4NIDS59
Hichem,Bouazizi,Male,20,Tunisian,4.28,3.89,2.91,1.45,4NIDS59
Mohamed,Salem,Male,19,Libyan,3.33,1.32,2.28,0.13,4NIDS59
Sarra,Lahmar,Female,23,Tunisian,0.15,3.26,1.9,4.69,4NIDS59
Manel,Mejri,Female,23,Tunisian,4.86,4.12,3.77,3.17,4NIDS59
Djamila,Messaoudi,Female,22,Algerian,4.9,4.69,1.21,1.94,4NIDS59
Marwen,Sassi,Male,21,Tunisian,4.36,4.83,2.55,2.86,4NIDS59
Meriem,Zouari,Female,24,Tunisian,4.88,4.21,4.0,1.26,4NIDS59
Samira,Fassi,Female,22,Moroccan,2.92,0.38,3.99,0.94,4NIDS59
Ghassen,Bouazizi,Male,22,Tunisian,4.29,1.37,1.07,0.15,4NIDS59
Farah,Makni,Female,24,Tunisian,3.71,3.82,4.69,1.64,4NIDS59
Rami,Ben Salah,Male,25,Tunisian,1.82,3.6,4.51,4.1,4NIDS59
Hatem,Haddad,Male,20,Tunisian,0.63,0.75,1.21,0.62,4NIDS59
Bilel,Ayari,Male,19,Tunisian,3.46,2.4,4.31,0.52,4NIDS59
Zaineb,Toumi,Female,24,Tunisian,4.32,0.88,1.21,1.82,4NIDS59
Fatma,Slimani,Female,25,Tunisian,3.58,4.68,3.23,1.11,4NIDS59
Farah,Fourati,Female,23,Tunisian,1.71,1.83,2.97,3.18,4NIDS59
Sofiene,Ammar,Male,24,Tunisian,1.01,1.8,4.77,0.19,4NIDS59
Hamza,Khlifi,Male,24,Tunisian,2.01,2.94,2.24,0.56,4NIDS59
Cyrine,Jaziri,Female,18,Tunisian,1.95,3.58,3.49,0.82,4NIDS59
Oumaima,Slimani,Female,35,Tunisian,0.6,4.74,3.0,1.69,4NIDS59
Mariem,Chouchene,Female,23,Tunisian,4.49,1.93,3.21,3.13,4NIDS59
Walid,Haddad,Male,18,Tunisian,2.48,2.93,1.75,1.03,4NIDS59
Naima,Messaoudi,Female,23,Algerian,0.69,1.51,2.76,2.66,4NIDS59
Ines,Chebbi,Female,22,Tunisian,0.29,1.96,0.92,2.48,4NIDS59
Ghassen,Khlifi,Male,19,Tunisian,0.44,2.55,4.62,2.12,4NIDS59
Nabil,Guettari,Male,19,Tunisian,4.24,0.82,3.65,2.73,4NIDS59
Houria,Brahimi,Female,19,Algerian,4.65,0.64,4.95,4.14,4NIDS59
Salma,Ben Salah,Female,24,Tunisian,4.97,1.55,4.11,2.99,4NIDS59
Hedi,Zouari,Male,19,Tunisian,3.39,1.48,4.28,4.06,3A28
Samira,Jlassi,Female,21,Tunisian,3.33,0.19,2.66,1.39,3A28
Omar,Jlassi,Male,19,Tunisian,2.85,1.61,3.99,2.22,3A28
Wassim,Mabrouk,Male,22,Tunisian,1.7,1.17,4.46,1.53,3A28
Ali,Driss,Male,22,Tunisian,1.84,4.58,0.55,1.31,3A28
Zaineb,Zayani,Female,21,Tunisian,3.94,0.03,4.04,0.95,3A28
Wafa,Jebali,Female,25,Tunisian,2.9,0.79,1.8,3.86,3A28
Hedi,Ben Ali,Male,23,Tunisian,2.57,4.95,1.94,0.67,3A28
Hichem,Sassi,Male,18,Tunisian,2.38,0.78,2.88,0.27,3A28
Amenan,Konan,Female,23,Ivorian,2.04,1.72,4.13,3.12,3A28
Bechir,Trabelsi,Male,20,Tunisian,0.89,3.82,1.08,1.9,3A28
Karim,Sassi,Male,22,Tunisian,3.32,2.19,0.4,2.78,3A28
Walid,Trabelsi,Male,42,Tunisian,2.87,0.13,1.22,2.5,3A28
Eya,Ammar,Female,24,Tunisian,1.66,4.79,3.42,2.43,3A28
Sarra,Zayani,Female,34,Tunisian,2.13,4.14,3.0,3.53,3A28
Wided,Ayari,Female,23,Tunisian,2.87,2.95,3.52,3.56,3A28
Fatima,Haddad,Female,18,Moroccan,3.43,2.96,4.9,1.82,3A28
Amina,Driss,Female,19,Tunisian,3.56,4.47,0.1,0.92,3A28
Khalil,Lahmar,Male,21,Tunisian,2.39,4.9,0.22,2.91,3A28
Hiba,Guettari,Female,19,Tunisian,0.47,3.22,1.28,4.18,3A28
Ali,Mansour,Male,21,Tunisian,3.76,0.98,2.37,2.53,3A28
Oussama,Jaziri,Male,22,Tunisian,3.99,4.51,4.49,1.21,3A28
Brahim,Slimani,Male,18,Algerian,2.69,0.18,0.59,4.59,3A28
Olfa,Baccouche,Female,24,Tunisian,3.66,0.04,0.44,2.16,3A28
Paul,Fankam,Male,20,Cameroonian,1.04,0.46,4.58,3.22,3A28
Amina,Belkhir,Female,23,Tunisian,2.29,3.49,4.06,4.84,2P21
Wafa,Chebbi,Female,23,Tunisian,1.11,2.07,2.23,0.93,2P21
Koffi,Yao,Male,22,Ivorian,0.03,0.05,3.0,2.59,2P21
Chaima,Haddad,Female,20,Tunisian,1.14,3.34,0.92,1.22,2P21
Khadija,Ahmed,Female,22,Libyan,4.04,0.98,1.16,4.0,2P21
Haythem,Fourati,Male,19,Tunisian,4.48,2.93,4.37,0.01,2P21
Salma,Rekik,Female,24,Tunisian,1.3,0.35,3.27,0.86,2P21
Omar,Rekik,Male,21,Tunisian,3.66,4.54,1.53,4.16,2P21
Siwar,Maaloul,Female,23,Tunisian,0.0,1.91,2.35,1.17,2P21
Hatem,Ayari,Male,22,Tunisian,3.46,4.83,3.03,2.92,2P21
Ousmane,Sow,Male,25,Senegalese,4.29,0.67,2.71,3.32,2P21
Ismail,Khlifi,Male,21,Tunisian,1.13,2.06,3.71,4.82,2P21
Meriem,Saidi,Female,21,Tunisian,2.02,4.15,1.33,0.07,2P21
Cyrine,Khlifi,Female,18,Tunisian,4.86,2.38,3.25,3.23,2P21
Rami,Saidi,Male,23,Tunisian,1.33,0.37,1.55,3.96,2P21
Asma,Ben Ali,Female,25,Tunisian,0.32,4.76,4.02,2.63,2P21
Hela,Lahmar,Female,22,Tunisian,3.89,2.64,0.84,1.32,2P21
Sabrine,Jebali,Female,24,Tunisian,3.62,1.55,1.15,4.55,2P21
Sarra,Turki,Female,24,Tunisian,2.57,4.12,0.33,4.01,2P21
Hedi,Nasri,Male,24,Tunisian,4.12,3.62,3.9,3.13,2P21
Hedi,Cherif,Male,18,Tunisian,1.74,3.47,0.63,3.53,2P21
Iman,Salem,Female,20,Libyan,3.18,1.5,2.48,1.71,2P21
Youssef,Ayari,Male,24,Tunisian,1.62,0.01,3.38,4.0,2P21
Tarek,Ammar,Male,25,Tunisian,2.0,3.73,3.65,2.4,2P21
Hamza,Fourati,Male,23,Tunisian,2.57,1.1,4.73,2.8,2P21
Sami,Karoui,Male,23,Tunisian,3.45,0.98,0.65,1.25,2P21
Emna,Jaziri,Female,18,Tunisian,2.22,3.93,3.32,1.97,2P21
Hiba,Abidi,Female,24,Tunisian,3.79,3.66,2.14,2.5,2P21
Asma,Slimani,Female,25,Tunisian,4.1,3.68,4.32,3.21,2P21
Hamza,Jaziri,Male,18,Tunisian,4.49,1.6,3.37,3.75,2P21
Ghassen,Mejri,Male,23,Tunisian,1.52,3.11,0.07,2.76,2P21
Hiba,Khemiri,Female,21,Tunisian,3.55,4.39,0.68,1.53,2P21
Mariem,Cherif,Female,25,Tunisian,1.77,4.72,0.76,3.84,2P21
Mariem,Rekik,Female,18,Tunisian,3.08,1.74,1.86,2.06,2P21
Ismail,Abidi,Male,21,Tunisian,3.71,0.68,4.86,2.09,4TWIN15
Ghada,Maaloul,Female,24,Tunisian,4.42,1.49,3.37,2.31,4TWIN15
Emna,Ayari,Female,22,Tunisian,2.42,1.84,2.4,2.68,4TWIN15
Rym,Mabrouk,Female,23,Tunisian,2.62,4.58,4.1,1.84,4TWIN15
Nadia,Sassi,Female,23,Tunisian,3.03,4.2,0.08,0.59,4TWIN15
Adel,Toumi,Male,24,Tunisian,1.52,1.69,1.55,0.45,4TWIN15
Mouna,Mabrouk,Female,19,Tunisian,1.67,2.87,2.78,4.09,4TWIN15
Fares,Ayari,Male,18,Tunisian,3.6,3.94,0.11,3.86,4TWIN15
Oumaima,Mabrouk,Female,37,Tunisian,0.32,0.6,2.41,0.43,4TWIN15
Wided,Ammar,Female,22,Tunisian,1.35,3.16,3.26,2.91,4TWIN15
Wafa,Guettari,Female,18,Tunisian,4.08,2.3,4.45,2.02,4TWIN15
Sabrine,Ben Ali,Female,21,Tunisian,0.32,2.62,1.16,3.27,4TWIN15
Khadija,Chebbi,Female,25,Tunisian,4.4,1.57,2.06,0.92,4TWIN15
Omar,Driss,Male,22,Tunisian,3.43,3.0,2.3,4.3,4TWIN15
Fares,Saidi,Male,23,Tunisian,4.85,1.93,4.21,0.96,4TWIN15
Hedi,Fourati,Male,20,Tunisian,2.68,0.76,4.19,0.08,4TWIN15
Anis,Cherif,Male,20,Tunisian,4.39,4.96,4.54,3.52,4TWIN15
Sonia,Chouchene,Female,23,Tunisian,1.87,4.35,4.48,0.61,4TWIN15
Cyrine,Guettari,Female,19,Tunisian,2.77,3.18,2.75,2.28,4TWIN15
Skander,Jlassi,Male,18,Tunisian,2.31,1.23,2.4,3.41,4TWIN15
Amina,Tazi,Female,18,Moroccan,0.94,1.36,3.95,1.1,4TWIN15
Skander,Mansour,Male,20,Tunisian,2.23,4.5,1.28,2.07,4TWIN15
Walid,Karoui,Male,18,Tunisian,0.22,0.52,4.75,0.69,4TWIN15
Sofiene,Abidi,Male,30,Tunisian,0.98,0.99,2.6,2.17,4TWIN15
Chokri,Ayari,Male,24,Tunisian,1.23,0.11,2.29,1.61,4TWIN15
Wided,Bouazizi,Female,20,Tunisian,3.45,1.53,3.75,1.41,4TWIN15
Ines,Fourati,Female,29,Tunisian,0.07,3.07,0.04,1.65,4TWIN15
Walid,Cherif,Male,18,Tunisian,1.25,3.38,0.88,4.17,4TWIN15
Zied,Ayari,Male,21,Tunisian,3.21,1.15,4.15,2.08,4TWIN15
Yasmine,Lahmar,Female,19,Tunisian,1.02,0.22,3.91,2.19,4TWIN15
Nizar,Zouari,Male,23,Tunisian,2.44,1.63,3.78,1.84,4TWIN15
Samira,Ben Ali,Female,19,Tunisian,4.72,4.09,1.49,4.74,4NIDS14
Lobna,Maaloul,Female,22,Tunisian,0.76,2.07,0.35,2.53,4NIDS14
Adel,Ayari,Male,21,Tunisian,3.9,3.58,1.81,1.32,4NIDS14
Marwen,Baccouche,Male,25,Tunisian,2.49,2.15,2.75,0.07,4NIDS14
Ali,Zayani,Male,21,Tunisian,4.98,4.05,3.43,2.45,4NIDS14
Cyrine,Toumi,Female,24,Tunisian,4.24,1.55,2.04,0.09,4NIDS14
Sonia,Mejri,Female,20,Tunisian,1.1,4.76,0.2,3.36,4NIDS14
Manel,Abidi,Female,22,Tunisian,0.82,1.16,4.18,3.0,4NIDS14
Hocine,Brahimi,Male,23,Algerian,2.29,2.71,2.37,2.56,4NIDS14
Wided,Mabrouk,Female,18,Tunisian,0.95,0.72,1.65,1.84,4NIDS14
Ali,Chouchene,Male,23,Tunisian,1.89,2.67,2.95,1.09,4NIDS14
Abdelkader,Saidi,Male,19,Algerian,2.57,1.96,2.9,3.19,4NIDS14
Hedi,Maaloul,Male,21,Tunisian,4.64,1.19,4.9,3.9,4NIDS14
Sarra,Jlassi,Female,24,Tunisian,3.9,2.98,1.82,1.78,4NIDS14
Khadija,Haddad,Female,22,Tunisian,0.81,1.18,1.78,3.79,4NIDS14
Hiba,Cherif,Female,19,Tunisian,3.62,2.74,0.74,4.15,4NIDS14
Nadia,Ayari,Female,23,Tunisian,1.19,1.71,0.46,1.27,4NIDS14
Fares,Turki,Male,23,Tunisian,2.25,3.53,1.69,4.33,4NIDS14
Leila,Jaziri,Female,24,Tunisian,1.02,3.59,3.89,3.68,4NIDS14
Rym,Ayari,Female,21,Tunisian,4.55,0.57,2.8,2.81,4NIDS14
Emna,Zouari,Female,20,Tunisian,0.08,3.26,4.22,1.55,4NIDS14
Ines,Jaziri,Female,19,Tunisian,4.89,4.41,0.05,0.52,4NIDS14
Kouadio,Ouattara,Male,22,Ivorian,1.27,1.08,0.65,2.66,4NIDS14
Chokri,Ghanouchi,Male,18,Tunisian,2.53,4.68,0.62,1.4,4NIDS14
Amina,Toumi,Female,21,Tunisian,1.7,2.27,3.23,4.4,4NIDS14
Hatem,Karoui,Male,18,Tunisian,1.52,2.78,2.12,1.67,4NIDS14
Oussama,Ghanouchi,Male,21,Tunisian,2.18,1.45,1.47,3.53,4NIDS14
Farah,Nasri,Female,22,Tunisian,1.96,2.84,2.02,0.72,2A5
Wided,Fourati,Female,21,Tunisian,2.11,1.74,2.91,2.63,2A5
Khalil,Ghanouchi,Male,19,Tunisian,0.93,2.35,1.19,3.14,2A5
Lina,Driss,Female,20,Tunisian,2.68,2.19,3.78,0.45,2A5
Samira,Guettari,Female,24,Tunisian,0.83,0.49,3.0,4.62,2A5
Hichem,Zayani,Male,40,Tunisian,0.03,1.4,3.23,2.56,2A5
Mariem,Trabelsi,Female,40,Tunisian,4.84,4.39,1.75,2.35,2A5
Adama,Ouattara,Male,20,Ivorian,2.09,4.3,4.31,4.91,2A5
Fethi,Mansour,Male,18,Tunisian,4.81,3.55,0.55,3.18,2A5
Hiba,Baccouche,Female,22,Tunisian,3.91,3.47,0.88,3.58,2A5
Khalil,Makni,Male,25,Tunisian,3.47,4.68,1.13,4.92,2A5
Asma,Toumi,Female,19,Tunisian,0.32,1.72,2.17,2.36,2A5
Fares,Chouchene,Male,25,Tunisian,0.79,3.18,3.63,1.57,2A5
Amina,Ben Ali,Female,43,Tunisian,0.54,3.82,4.3,4.94,2A5
Siwar,Guettari,Female,24,Tunisian,3.24,1.31,1.01,1.91,2A5
Fode,Sylla,Male,21,Guinean,4.59,1.59,4.91,0.75,2A5
Karim,Mansour,Male,24,Tunisian,4.81,2.75,1.77,4.61,2A5
Bouchra,Saidi,Female,19,Moroccan,1.44,1.65,3.13,4.2,2A5
Modibo,Keita,Male,24,Malian,2.58,0.64,2.84,1.04,2A5
Fatma,Ammar,Female,24,Tunisian,3.58,0.37,2.01,3.89,2A5
Korotoumou,Toure,Female,25,Malian,4.86,1.33,1.12,0.65,2A5
Ali,Ammar,Male,19,Tunisian,0.2,1.11,2.15,0.92,2A5
Sofiene,Mabrouk,Male,20,Tunisian,2.16,3.96,0.96,4.8,2A5
Oumaima,Bouazizi,Female,22,Tunisian,3.0,4.92,2.45,3.02,2A5
Iman,Mohamed,Female,19,Libyan,4.97,4.98,0.9,2.3,2A5
Said,Bennani,Male,18,Moroccan,1.73,0.88,1.24,2.01,2A5
Juliette,Moussa,Female,22,Cameroonian,0.71,3.44,3.69,4.36,2A5
Nizar,Makni,Male,23,Tunisian,2.79,0.68,0.03,4.88,2A5
Chokri,Zayani,Male,24,Tunisian,3.06,2.41,0.78,3.37,2A5
Walid,Makni,Male,23,Tunisian,1.82,1.53,4.5,4.31,2A5
Rania,Khlifi,Female,35,Tunisian,2.89,0.18,3.67,3.47,2A5
Sarra,Mansour,Female,18,Tunisian,0.75,1.68,1.24,2.13,4SE25
Ousmane,Gueye,Male,23,Senegalese,0.47,2.25,2.96,1.35,4SE25
Ghassen,Maaloul,Male,22,Tunisian,3.44,3.77,2.62,1.97,4SE25
Ibrahima,Diouf,Male,23,Senegalese,1.05,4.6,3.42,4.41,4SE25
Hend,Khemiri,Female,20,Tunisian,4.09,0.47,1.65,3.7,4SE25
Zied,Belkhir,Male,22,Tunisian,0.71,4.65,4.55,3.51,4SE25
Iheb,Turki,Male,33,Tunisian,1.04,2.54,4.0,2.94,4SE25
Ghassen,Zayani,Male,18,Tunisian,2.93,2.08,3.65,1.68,4SE25
Amina,Ayari,Female,21,Tunisian,2.78,2.38,2.3,3.01,4SE25
Sabrine,Rekik,Female,18,Tunisian,0.96,4.07,3.4,3.81,4SE25
Ali,Hamdi,Male,24,Tunisian,1.22,0.52,0.67,3.93,4SE25
Nabil,Karoui,Male,19,Tunisian,3.86,3.47,4.07,2.56,4SE25
Oussama,Fourati,Male,20,Tunisian,0.93,1.15,1.95,4.6,4SE25
Hatem,Nasri,Male,25,Tunisian,2.55,0.65,1.99,4.81,4SE25
Oumaima,Sassi,Female,20,Tunisian,0.55,0.81,2.15,3.43,4SE25
Fethi,Ammar,Male,19,Tunisian,1.35,3.22,3.99,0.34,4SE25
Sofiene,Saidi,Male,23,Tunisian,4.5,3.06,1.54,1.09,4SE25
Wassim,Makni,Male,25,Tunisian,3.21,4.93,1.86,0.02,4SE25
Ndeye,Cisse,Female,21,Senegalese,1.72,3.81,0.39,4.7,4SE25
Nabil,Mejri,Male,18,Tunisian,0.56,3.32,2.44,4.06,4SE25
Rania,Belkhir,Female,24,Tunisian,4.57,4.65,4.83,1.92,4SE25
Karim,Maaloul,Male,22,Tunisian,4.64,2.75,0.66,3.17,4SE25
Fatma,Guettari,Female,19,Tunisian,2.35,1.83,0.7,0.49,4SE25
Amina,Trabelsi,Female,25,Tunisian,3.47,4.38,0.76,4.95,4SE25
Wided,Toumi,Female,18,Tunisian,2.96,0.75,1.01,3.25,4SE25
Yasmine,Baccouche,Female,22,Tunisian,0.23,3.2,3.13,3.43,4SE25
Wafa,Ayari,Female,23,Tunisian,0.36,3.17,3.62,3.61,4SE25
Dorra,Lahmar,Female,23,Tunisian,0.9,1.08,2.68,1.2,4SE25
Chaima,Lahmar,Female,19,Tunisian,3.93,4.76,1.28,1.5,4SE25
Cyrine,Bouazizi,Female,20,Tunisian,3.44,2.15,3.08,1.5,4SE25
Khalil,Driss,Male,24,Tunisian,2.56,0.9,4.23,2.46,4SE25
Bilel,Saidi,Male,20,Tunisian,4.36,0.06,1.99,1.34,4SE25
Cyrine,Zouari,Female,22,Tunisian,2.04,1.06,3.19,3.25,4SE25
Eya,Karoui,Female,19,Tunisian,1.93,4.54,0.92,4.24,4SE25
Hedi,Khemiri,Male,30,Tunisian,1.8,1.97,1.5,0.91,3A47
Fatiha,Brahimi,Female,22,Algerian,4.99,1.4,4.41,1.46,3A47
Sarra,Ghanouchi,Female,23,Tunisian,3.14,0.46,4.13,2.5,3A47
Wafa,Mejri,Female,20,Tunisian,0.45,1.92,2.2,2.92,3A47
Nizar,Trabelsi,Male,22,Tunisian,2.76,1.59,3.44,2.06,3A47
Cyrine,Mabrouk,Female,22,Tunisian,2.93,3.45,1.44,3.14,3A47
Tarek,Fourati,Male,25,Tunisian,3.3,1.79,4.16,1.2,3A47
Wassim,Sassi,Male,24,Tunisian,2.83,4.39,4.28,1.46,3A47
Mohamed,Chebbi,Male,22,Tunisian,2.2,2.96,0.44,4.07,3A47
Rami,Lahmar,Male,21,Tunisian,2.04,0.47,0.49,4.18,3A47
Samira,Chebbi,Female,25,Tunisian,2.67,3.89,0.81,1.98,3A47
Meriem,Ammar,Female,20,Tunisian,1.99,1.67,2.88,3.02,3A47
Hassan,Alaoui,Male,24,Moroccan,4.11,2.92,1.78,4.71,3A47
Nour,Abidi,Female,19,Tunisian,1.77,0.32,4.79,1.57,3A47
Lobna,Ghanouchi,Female,18,Tunisian,3.45,4.74,0.41,0.57,3A47
Sarra,Khemiri,Female,24,Tunisian,2.58,1.1,1.37,0.47,3A47
Akissi,Yao,Female,31,Ivorian,0.47,2.95,3.47,4.45,3A47
Wided,Jebali,Female,19,Tunisian,1.75,3.77,2.78,3.63,3A47
Haythem,Ben Ali,Male,22,Tunisian,4.13,4.71,0.91,3.53,3A47
Khadija,Zayani,Female,22,Tunisian,0.2,0.85,2.53,1.52,3A47
Aliou,Diallo,Male,24,Senegalese,3.06,0.11,0.99,0.91,3A47
Nadia,Bennani,Female,20,Moroccan,4.91,1.78,3.76,3.29,3A47
Said,Benjelloun,Male,25,Moroccan,3.81,1.57,2.41,2.05,3A47
Khalil,Ben Salah,Male,18,Tunisian,2.21,4.91,1.22,2.42,3A47
Farah,Trabelsi,Female,24,Tunisian,4.69,3.84,4.72,3.39,3A47
Hend,Slimani,Female,23,Tunisian,4.87,3.14,3.05,0.31,3A47
Malika,Messaoudi,Female,19,Algerian,0.29,4.87,2.28,1.01,3A47
Manel,Jlassi,Female,24,Tunisian,0.14,2.17,1.43,4.65,3A47
Ines,Ben Ali,Female,18,Tunisian,2.07,0.99,3.19,1.92,3A47
Fethi,Makni,Male,19,Tunisian,4.52,1.21,2.08,4.49,3A47
Khady,Sarr,Female,21,Senegalese,0.14,1.97,4.84,3.21,3A47
Adama,Dembele,Male,20,Malian,3.93,3.2,1.78,1.66,3A47
Cyrine,Abidi,Female,18,Tunisian,2.68,4.78,0.17,3.43,3A47
Sofiene,Nasri,Male,25,Tunisian,2.95,2.06,3.95,1.74,3A47
Ismail,Guettari,Male,18,Tunisian,3.62,3.31,2.28,2.64,5BI59
Olfa,Mansour,Female,22,Tunisian,0.11,0.18,0.87,3.05,5BI59
Sabrine,Lahmar,Female,21,Tunisian,4.84,4.74,4.25,0.09,5BI59
Ahmed,Zayani,Male,19,Tunisian,2.1,3.75,4.14,4.18,5BI59
Hela,Cherif,Female,18,Tunisian,3.66,3.47,2.61,4.54,5BI59
Yacine,Yahiaoui,Male,22,Algerian,3.85,3.39,3.97,2.14,5BI59
