first_name,last_name,gender,age,nationality,hard_skills,soft_skills,teamwork,creativity,class
Alexandra,Reed,Female,26,Malian,1.85,2.52,2.13,2.87,3B88
Jessica,Scott,Female,26,Tunisian,2.47,3.52,2.59,2.2,3B88
Stephen,Jones,Female,20,Algerian,1.64,1.46,4.75,2.24,3B88
Christine,Johnson,Female,25,Libyan,4.46,2.0,4.99,2.55,4D20
Jacqueline,Hoffman,Male,32,Tunisian,3.45,2.99,3.36,3.22,2C55
Amanda,Turner,Female,42,Malian,2.51,2.18,3.82,0.31,4D20
Russell,Harris,Male,19,Algerian,0.04,2.87,0.47,0.28,3B88
Bruce,Nguyen,Male,32,Libyan,3.04,0.33,1.17,1.47,3B88
Roberto,Thomas,Male,31,Tunisian,2.34,1.57,2.85,1.8,4D20
Ricky,Bowman,Male,45,Tunisian,3.89,0.1,3.29,0.43,3B88
Brandon,Reynolds,Male,39,Cameroonian,2.1,3.84,4.06,3.63,4D20
Kristin,Winters,Female,36,Moroccan,3.15,3.42,3.13,1.26,3B88
Anthony,Golden,Male,30,Egyptian,1.52,4.29,3.06,0.22,3B88
Elizabeth,Sims,Male,40,Tunisian,3.18,0.6,4.76,4.68,3B88
Becky,Love,Male,43,Egyptian,1.47,1.59,2.78,4.75,4D20
Tara,Ayala,Female,18,Egyptian,1.35,1.7,0.59,3.06,3B88
John,Hall,Female,38,Moroccan,1.78,4.57,1.64,4.63,4D20
Tammy,Carter,Male,45,Moroccan,0.4,2.85,4.19,1.38,3B88
Mike,Wall,Male,28,Senegalese,2.79,2.97,2.45,2.71,4D20
Joshua,Manning,Male,33,Algerian,4.61,0.82,4.78,1.6,2C55
Joy,Fuller,Female,32,Tunisian,2.72,2.24,1.26,0.11,2C55
Taylor,Taylor,Male,41,Libyan,3.87,3.69,3.93,2.0,1A100
Donald,Washington,Male,18,Malian,3.92,2.2,3.15,4.22,3B88
Stanley,Allen,Female,28,Senegalese,4.34,3.99,2.37,3.51,1A100
Christy,Mckinney,Female,26,Senegalese,1.89,4.78,0.54,2.19,3B88
Kevin,Robinson,Female,42,Egyptian,1.38,4.45,0.81,3.97,1A100
Cody,Schroeder,Female,42,Tunisian,4.05,4.8,0.91,4.49,1A100
Amanda,Snow,Male,38,Algerian,4.28,2.37,2.51,0.05,1A100
Holly,White,Female,26,Libyan,4.23,2.56,1.61,4.09,4D20
Kathy,Thompson,Female,27,Cameroonian,0.4,4.66,3.19,1.82,1A100
Lisa,Barnes,Female,20,Algerian,4.2,3.18,3.51,4.36,4D20
Veronica,Edwards,Male,30,Malian,1.3,4.13,4.51,4.21,3B88
Pam,Gallagher,Male,29,Senegalese,1.99,0.24,1.96,2.49,1A100
Christopher,Chan,Female,24,Moroccan,3.13,0.87,0.3,2.89,2C55
Gerald,Chavez,Male,42,Tunisian,1.26,3.1,3.86,0.42,4D20
Brianna,Mcdonald,Female,36,Moroccan,1.87,1.65,4.21,2.06,2C55
Briana,Lyons,Male,35,Egyptian,2.55,4.76,1.68,4.47,1A100
Katrina,Everett,Male,31,Moroccan,3.46,2.42,1.98,3.55,4D20
Donald,Torres,Female,28,Moroccan,2.04,0.15,3.22,2.15,3B88
Jeffrey,Mccormick,Male,43,Algerian,0.63,1.73,0.07,4.63,3B88
Roberto,Mitchell,Male,43,Egyptian,0.66,4.69,4.23,0.35,3B88
Jacob,Rhodes,Male,45,Cameroonian,3.1,1.5,1.26,2.2,1A100
Katherine,Jenkins,Female,40,Libyan,2.68,3.8,3.04,3.95,4D20
Jennifer,Ayala,Male,36,Algerian,4.76,3.02,4.59,1.22,2C55
Susan,Johnston,Female,27,Algerian,4.99,1.4,3.58,3.3,4D20
Laura,Nguyen,Male,22,Moroccan,1.2,4.83,1.23,4.32,4D20
Brenda,Winters,Male,27,Libyan,0.29,2.87,2.44,2.25,3B88
Richard,Brown,Male,30,Moroccan,0.86,3.42,4.2,0.94,3B88
Dustin,Moore,Male,31,Senegalese,1.32,0.23,2.88,3.27,3B88
John,Jones,Male,44,Libyan,4.94,1.89,1.49,2.6,3B88
David,Mccoy,Male,38,Libyan,4.91,2.09,2.68,0.96,4D20
Bradley,Hill,Female,45,Senegalese,4.12,3.96,0.7,4.82,1A100
Stephen,Vance,Female,25,Malian,1.56,1.4,3.84,2.79,1A100
Jodi,Jones,Female,39,Senegalese,1.24,4.31,1.38,4.5,2C55
Michael,Knight,Male,34,Tunisian,0.23,3.92,1.16,2.73,3B88
Brett,Thompson,Male,24,Libyan,2.84,3.38,0.67,4.98,2C55
Christopher,Hopkins,Male,36,Tunisian,0.73,4.7,4.98,2.8,2C55
Jessica,Martin,Male,27,Senegalese,1.16,2.46,1.96,4.11,1A100
Katherine,Gordon,Female,44,Egyptian,2.32,4.08,2.86,2.29,3B88
Alex,Bennett,Female,40,Libyan,2.01,2.58,1.2,4.61,2C55
Matthew,Tucker,Male,30,Senegalese,2.64,0.11,3.32,3.72,3B88
Jonathan,Hopkins,Female,30,Algerian,0.74,0.26,3.04,4.12,1A100
Norma,Knox,Male,35,Libyan,0.17,2.25,3.75,3.84,1A100
Donald,Jones,Male,23,Libyan,4.9,4.47,1.78,2.6,3B88
Michelle,Ortiz,Male,22,Malian,3.01,4.65,4.12,3.79,2C55
Brian,Cain,Female,19,Algerian,1.31,0.87,1.87,0.87,3B88
Elizabeth,Ayala,Female,30,Libyan,1.5,1.17,1.57,4.86,3B88
Peter,Savage,Male,41,Algerian,2.48,3.73,1.55,2.61,3B88
Erin,Gonzalez,Male,45,Algerian,4.12,2.58,0.48,0.43,3B88
James,Ryan,Female,32,Senegalese,2.6,4.69,2.65,2.24,3B88
Christopher,Webb,Male,20,Malian,2.63,0.75,4.45,3.69,3B88
Yolanda,Rodriguez,Male,39,Egyptian,4.64,2.19,4.8,4.58,1A100
Thomas,Richardson,Female,44,Senegalese,0.13,0.01,2.4,3.9,4D20
Lisa,Wilson,Female,45,Malian,2.85,2.87,2.51,1.85,3B88
Hannah,Gross,Male,23,Tunisian,1.82,3.94,2.49,4.19,1A100
Renee,Smith,Female,44,Senegalese,4.55,0.43,1.8,4.62,4D20
William,Gonzalez,Female,32,Moroccan,2.27,2.37,1.55,3.1,2C55
Molly,Holder,Male,39,Senegalese,3.7,1.34,1.41,2.24,3B88
Ricky,Hubbard,Female,18,Libyan,3.51,2.82,0.2,1.98,3B88
Andrew,Jarvis,Female,43,Algerian,1.97,3.67,1.87,3.24,4D20
Susan,Duran,Female,33,Senegalese,4.54,4.79,3.95,4.62,3B88
Justin,Long,Female,39,Egyptian,1.93,1.11,0.99,1.91,2C55
Leah,Jacobs,Male,33,Tunisian,4.98,2.93,4.05,0.7,1A100
Taylor,Wong,Female,21,Moroccan,2.41,1.93,0.87,1.73,4D20
Juan,Young,Male,28,Tunisian,2.12,3.65,0.7,2.32,4D20
Joseph,Moore,Male,37,Libyan,4.16,4.8,3.86,2.15,1A100
Anthony,Chan,Female,18,Cameroonian,4.58,2.33,2.11,2.3,2C55
Sarah,Lewis,Male,40,Algerian,4.81,2.39,0.7,3.94,4D20
Tristan,Parker,Male,34,Tunisian,4.13,4.66,4.81,2.91,4D20
Michael,Mitchell,Male,35,Cameroonian,1.94,2.69,1.45,1.55,4D20
Tony,Kelly,Female,42,Senegalese,3.63,4.22,4.85,0.83,1A100
Jillian,Montoya,Male,35,Moroccan,3.75,0.81,0.98,2.56,4D20
Mark,Lee,Female,30,Malian,0.47,3.64,4.79,3.39,1A100
Katherine,Williams,Male,20,Algerian,4.71,3.08,4.63,3.47,3B88
Nichole,Mcclain,Male,34,Egyptian,0.98,2.6,0.84,3.6,2C55
Richard,Turner,Female,39,Senegalese,2.65,0.44,3.9,3.53,2C55
Thomas,Coleman,Female,30,Tunisian,2.81,1.21,0.23,1.67,3B88
Andrew,Mitchell,Male,29,Egyptian,0.82,3.48,2.72,2.97,2C55
Richard,Obrien,Male,33,Tunisian,1.89,3.61,3.16,0.07,3B88
John,Gonzalez,Male,25,Malian,4.98,1.7,4.5,1.81,1A100
Tracy,Schmidt,Female,21,Egyptian,0.72,1.61,4.13,1.7,3B88
Justin,Bailey,Male,44,Egyptian,3.45,3.19,3.58,3.79,4D20
Jeffrey,Tran,Female,40,Libyan,3.77,2.55,4.81,4.61,3B88
Chad,Hall,Female,44,Tunisian,0.28,3.62,1.8,0.03,1A100
Michael,Jordan,Female,36,Malian,2.13,1.29,4.75,4.35,1A100
Jessica,Sanchez,Male,45,Cameroonian,2.5,4.72,0.84,2.76,2C55
Chloe,Brown,Male,39,Libyan,0.12,0.17,4.72,4.95,4D20
Manuel,Kelly,Male,21,Cameroonian,4.18,2.76,3.6,2.58,1A100
Mallory,Anderson,Female,44,Algerian,2.94,1.41,4.84,0.83,4D20
Benjamin,Short,Female,22,Algerian,2.19,2.51,0.46,1.85,3B88
Robert,Neal,Male,36,Algerian,4.21,1.02,0.05,3.38,3B88
Nicole,Rose,Male,37,Cameroonian,1.31,1.92,1.91,1.5,4D20
Amanda,Price,Female,31,Libyan,2.89,2.67,4.99,4.31,2C55
Brandon,Thompson,Female,31,Tunisian,0.29,0.11,2.49,1.18,4D20
Kathy,Reynolds,Female,38,Libyan,2.02,3.75,4.07,2.88,4D20
Jacob,Hall,Male,20,Moroccan,0.74,4.56,1.86,2.08,3B88
John,Jones,Male,31,Libyan,2.89,3.14,3.68,2.91,2C55
Jenna,Oneill,Male,23,Malian,1.57,0.94,1.43,0.1,1A100
Janice,Jackson,Male,21,Moroccan,1.19,0.41,2.23,0.87,3B88
Alexis,Thompson,Male,41,Malian,1.95,2.11,1.89,1.32,2C55
David,Garcia,Male,22,Senegalese,4.78,0.85,0.44,3.64,2C55
Seth,Rodriguez,Male,19,Moroccan,2.02,2.4,3.46,0.06,2C55
Shawna,Johnson,Male,34,Egyptian,1.12,4.44,1.93,0.3,2C55
Rebecca,Hale,Male,44,Tunisian,3.42,2.63,3.11,3.61,3B88
Jeremy,Harrington,Female,44,Moroccan,0.18,0.92,2.14,2.31,1A100
Joseph,Thompson,Male,34,Cameroonian,1.28,1.23,1.74,0.27,3B88
Mary,Price,Male,37,Tunisian,0.42,2.97,3.99,0.42,4D20
Jessica,Watson,Male,36,Egyptian,1.03,4.06,4.99,3.52,4D20
Jeffrey,Smith,Female,32,Egyptian,3.75,2.46,2.86,0.45,3B88
Rachel,Watkins,Male,24,Libyan,0.12,0.18,1.18,2.72,1A100
Mary,Glass,Male,28,Malian,2.25,2.1,4.55,0.18,4D20
Edward,Stewart,Female,33,Tunisian,1.62,4.76,3.63,3.82,4D20
Emily,Gilbert,Female,29,Moroccan,1.39,0.26,4.84,2.9,2C55
Andrew,Williams,Male,28,Cameroonian,1.73,0.24,2.17,3.37,1A100
Andrew,Wilson,Male,30,Libyan,0.19,1.79,2.66,0.18,3B88
Kimberly,Smith,Male,37,Senegalese,2.13,2.2,3.22,2.79,3B88
Matthew,Jones,Male,35,Egyptian,4.98,4.72,3.07,4.06,2C55
Jason,Romero,Female,42,Malian,4.9,2.11,4.2,4.24,3B88
Carol,Trujillo,Female,45,Algerian,1.84,4.69,3.6,0.3,2C55
Michael,Cervantes,Female,38,Libyan,4.26,0.79,0.63,1.34,3B88
Ryan,Martinez,Female,39,Algerian,1.01,1.39,0.17,0.95,1A100
Gabriel,Lambert,Female,27,Tunisian,0.61,1.19,0.64,2.76,3B88
Anna,Hogan,Male,40,Cameroonian,2.37,4.21,0.15,0.06,1A100
Shawn,Brown,Male,29,Tunisian,4.47,1.99,3.7,4.01,4D20
Brittany,Fritz,Female,28,Libyan,3.4,2.76,1.99,1.03,2C55
Matthew,Meadows,Female,39,Senegalese,2.1,4.59,0.93,1.71,1A100
Sarah,Colon,Male,44,Senegalese,4.97,4.9,3.31,2.36,1A100
Allison,Griffith,Male,30,Algerian,3.65,3.44,2.57,0.29,1A100
Kathleen,Rodgers,Male,23,Malian,4.11,3.56,3.25,2.04,2C55
Christopher,Sanchez,Female,34,Malian,0.52,3.66,1.84,2.34,1A100
Michelle,Rodriguez,Male,44,Algerian,4.43,4.13,3.69,4.75,3B88
Lori,Gonzalez,Male,34,Malian,3.6,3.04,1.58,4.03,3B88
William,Booth,Female,33,Senegalese,1.72,2.08,3.13,3.56,4D20
Rachel,Patton,Male,35,Senegalese,0.45,1.92,2.74,0.15,2C55
Ann,Ramirez,Female,20,Malian,2.01,2.08,4.54,2.13,3B88
Benjamin,Sparks,Male,18,Malian,4.93,0.65,0.22,4.37,4D20
Jennifer,Hansen,Female,32,Moroccan,1.79,4.75,3.75,1.38,4D20
Sarah,Rogers,Female,40,Libyan,2.8,4.54,1.17,0.18,2C55
David,Horn,Male,21,Moroccan,4.17,0.38,3.95,4.05,2C55
Keith,Murray,Female,45,Malian,1.95,2.1,2.7,0.43,3B88
Julie,Carroll,Male,31,Algerian,0.09,4.67,0.4,1.25,1A100
Tammy,Mcpherson,Male,28,Egyptian,2.63,1.19,3.76,2.69,4D20
Jennifer,Vargas,Male,45,Algerian,3.03,3.97,0.43,3.21,2C55
James,Weiss,Female,29,Malian,4.58,0.9,0.52,4.11,4D20
Madeline,Lopez,Male,38,Malian,3.68,0.95,2.22,4.64,4D20
Kimberly,Brewer,Male,37,Libyan,1.01,2.83,3.71,2.08,2C55
Kelly,Rice,Female,20,Algerian,1.12,4.17,4.91,1.88,2C55
Michael,Ruiz,Male,42,Moroccan,4.99,0.5,0.6,2.83,2C55
Jim,Jones,Female,36,Tunisian,2.22,2.71,4.82,2.58,4D20
James,Hall,Male,20,Senegalese,3.76,0.39,4.55,0.68,3B88
Elizabeth,Medina,Male,39,Tunisian,2.66,4.07,3.4,4.03,3B88
Ryan,Cook,Female,19,Malian,2.22,1.51,4.11,2.41,2C55
John,Osborn,Female,36,Moroccan,4.03,1.81,3.89,2.85,4D20
Michele,Irwin,Male,23,Malian,0.31,2.43,4.06,1.8,3B88
Mario,Gordon,Male,32,Malian,0.6,1.87,2.3,4.19,2C55
Danielle,Serrano,Male,32,Cameroonian,3.45,0.86,4.03,3.83,4D20
Andrew,Bryant,Female,30,Tunisian,3.72,3.78,4.85,1.24,1A100
Alicia,Davis,Female,39,Malian,2.03,0.81,4.56,1.99,1A100
David,Hernandez,Male,24,Cameroonian,3.96,2.18,0.46,4.69,2C55
Andrea,Smith,Female,19,Malian,4.83,1.13,0.86,1.53,1A100
Jaime,Steele,Male,26,Libyan,1.98,2.3,4.62,4.31,3B88
Betty,Gibson,Male,32,Libyan,3.04,0.45,3.44,3.76,3B88
David,Underwood,Female,32,Tunisian,1.27,3.44,0.59,2.66,4D20
Melanie,Santos,Female,35,Moroccan,1.75,3.35,1.84,4.8,1A100
Max,Crane,Male,20,Tunisian,3.92,4.59,3.69,3.53,1A100
Blake,Wells,Female,37,Moroccan,0.6,3.31,4.43,0.79,2C55
Joshua,Stark,Female,30,Malian,2.5,2.89,2.28,4.44,4D20
William,Moore,Female,41,Algerian,4.3,2.79,0.76,0.94,2C55
Pamela,Hill,Female,43,Libyan,1.53,4.63,0.91,0.34,2C55
Brenda,Smith,Male,26,Senegalese,2.9,0.07,2.73,3.61,4D20
Misty,Perry,Female,27,Egyptian,0.67,0.03,2.05,0.99,2C55
Stacy,Medina,Male,28,Egyptian,2.53,1.35,3.74,0.72,3B88
Jennifer,Grant,Male,38,Tunisian,4.93,3.29,2.95,0.69,2C55
Natasha,Pittman,Male,28,Tunisian,4.1,3.75,0.27,0.8,1A100
Mary,Baker,Female,40,Libyan,4.88,3.28,3.71,2.73,1A100
William,Carter,Female,43,Senegalese,3.6,1.31,3.08,1.4,1A100
Julie,Evans,Male,43,Egyptian,2.51,2.54,4.15,1.29,4D20
Angela,Clark,Male,35,Egyptian,4.08,2.54,3.15,0.5,2C55
Belinda,Richardson,Female,38,Algerian,1.94,3.76,1.53,0.32,2C55
Kirk,Jones,Male,33,Tunisian,4.63,3.49,0.81,2.51,1A100
Raymond,Galvan,Female,18,Cameroonian,2.05,4.62,2.5,0.04,2C55
Kari,Morton,Female,18,Libyan,1.22,4.38,0.76,2.08,4D20
Catherine,Bryant,Female,36,Moroccan,1.55,0.46,3.88,2.06,1A100
Victoria,Vance,Female,24,Libyan,4.48,4.45,3.82,1.19,1A100
Phillip,Brown,Male,19,Libyan,4.56,3.4,3.17,3.81,3B88
Jessica,Jennings,Female,41,Moroccan,2.65,2.4,3.64,4.08,2C55
Mark,Smith,Male,36,Cameroonian,4.85,1.86,1.85,0.56,3B88
Debra,Mckinney,Male,21,Libyan,3.56,4.42,4.76,1.24,4D20
Jeffrey,Cook,Female,20,Egyptian,2.22,1.1,2.03,3.73,2C55
Julia,Brown,Male,40,Cameroonian,3.45,0.42,2.59,2.45,3B88
Carmen,Anderson,Male,19,Cameroonian,1.81,2.65,4.9,0.02,3B88
Carla,Black,Male,44,Malian,0.32,3.22,3.94,0.68,3B88
Scott,Haley,Male,45,Egyptian,4.95,4.02,0.55,1.36,1A100
Elizabeth,Perez,Female,39,Algerian,1.32,4.75,0.05,1.78,4D20
Stephanie,Parks,Male,41,Senegalese,2.08,1.7,3.36,2.3,1A100
Brian,Johnson,Male,43,Algerian,2.85,0.08,4.93,3.25,3B88
Christina,Martinez,Female,25,Malian,3.07,0.37,4.41,1.46,2C55
Christine,Cruz,Female,34,Malian,3.7,1.07,0.75,4.72,1A100
Beth,Newman,Male,30,Libyan,4.43,0.17,1.66,2.05,3B88
Courtney,Stanley,Female,27,Moroccan,4.73,1.13,4.22,3.98,1A100
Amy,Jacobs,Female,43,Algerian,2.13,3.68,2.88,1.5,2C55
Jessica,Howard,Female,21,Cameroonian,2.61,4.69,2.42,3.41,4D20
Lori,Hayes,Male,27,Senegalese,0.1,3.62,4.22,3.59,4D20
Chad,Vaughan,Female,44,Malian,3.16,3.26,1.04,1.36,1A100
Krista,Wright,Male,33,Malian,0.88,4.94,4.37,3.1,1A100
Gail,Brown,Male,30,Moroccan,2.54,2.84,4.55,0.58,2C55
Linda,Diaz,Male,26,Malian,0.18,0.18,0.86,0.81,3B88
Marvin,Fleming,Female,18,Libyan,4.12,3.44,0.46,0.77,1A100
Victor,Valenzuela,Female,34,Senegalese,1.76,1.5,2.19,4.98,1A100
Desiree,Sims,Male,18,Tunisian,2.21,3.78,2.38,4.79,2C55
Judy,Bowman,Female,22,Malian,1.37,0.5,4.44,4.67,2C55
Linda,Stewart,Male,36,Malian,0.98,2.66,1.03,0.94,4D20
Thomas,Woodard,Female,31,Moroccan,2.62,4.39,3.39,2.49,4D20
Alison,Anderson,Male,32,Malian,1.31,2.13,3.09,2.65,2C55
Jeremy,Jackson,Male,24,Moroccan,4.49,3.69,2.85,1.57,3B88
Gavin,Gomez,Female,39,Libyan,4.9,3.31,4.56,2.14,1A100
James,Bishop,Male,18,Moroccan,0.52,1.62,2.19,1.33,2C55
Michael,Oconnell,Female,26,Egyptian,0.33,0.3,0.39,4.2,1A100
Christopher,Stark,Male,30,Moroccan,3.19,0.28,1.73,1.93,3B88
Sydney,Burgess,Male,38,Egyptian,3.79,0.03,4.04,3.27,3B88
Elizabeth,Henderson,Male,24,Algerian,1.84,4.57,1.1,2.78,2C55
Tammy,Lopez,Female,45,Moroccan,1.56,4.27,3.26,1.4,1A100
Gary,Smith,Male,20,Malian,3.34,1.62,1.63,3.86,1A100
Julie,Gilbert,Female,37,Malian,4.77,1.67,0.11,1.11,4D20
Johnny,Walsh,Male,38,Malian,1.2,2.69,3.44,0.24,3B88
Robert,Mullins,Female,29,Moroccan,2.09,4.41,0.7,4.61,2C55
Rebecca,Williams,Female,35,Tunisian,1.23,4.54,2.98,3.22,1A100
Chad,Martinez,Male,43,Senegalese,2.55,3.38,2.91,0.89,1A100
Brett,Davis,Female,36,Algerian,2.77,1.12,3.38,4.59,1A100
Christopher,Martin,Female,34,Malian,4.76,0.17,0.97,4.17,3B88
Kenneth,Anderson,Female,27,Moroccan,4.74,2.58,2.46,0.9,1A100
Ryan,Ruiz,Female,45,Moroccan,3.21,2.68,4.75,3.78,4D20
Calvin,Walker,Female,45,Moroccan,0.23,4.84,2.71,0.98,1A100
Andrea,Smith,Female,40,Cameroonian,2.18,3.22,2.62,2.61,2C55
Benjamin,Martin,Male,43,Senegalese,1.36,4.04,1.35,2.87,4D20
Heather,Davis,Male,33,Tunisian,0.16,2.44,0.12,3.43,3B88
Heather,Jordan,Male,21,Senegalese,4.54,4.14,0.28,0.03,3B88
Kim,Sanford,Male,30,Libyan,2.17,1.98,1.38,0.33,1A100
Patricia,Delgado,Male,44,Moroccan,3.48,3.59,2.94,3.75,2C55
Todd,Murphy,Female,36,Egyptian,0.45,2.35,2.32,3.15,3B88
Michael,Black,Male,42,Libyan,3.78,4.96,2.33,4.99,2C55
David,Garrett,Male,21,Algerian,2.77,3.74,3.77,2.98,1A100
James,Thomas,Male,35,Senegalese,2.49,0.48,1.68,2.38,3B88
Christine,White,Female,32,Cameroonian,2.62,1.08,2.24,4.34,4D20
Brandon,Bean,Male,28,Cameroonian,1.72,3.39,1.17,1.88,1A100
Judith,Flynn,Female,44,Cameroonian,3.23,2.43,3.1,1.96,3B88
Elizabeth,Lee,Female,19,Senegalese,2.61,3.21,3.43,3.13,1A100
Alexis,Valentine,Male,26,Moroccan,1.78,3.6,3.86,3.43,1A100
Jonathan,Roman,Female,41,Moroccan,3.04,4.58,4.03,0.19,1A100
David,Charles,Male,39,Libyan,1.16,3.98,3.89,1.81,1A100
Paul,Rojas,Female,24,Tunisian,0.33,4.57,2.24,0.3,2C55
Jesse,Manning,Male,34,Malian,0.55,2.02,4.26,2.55,1A100
Michelle,Moore,Female,45,Algerian,3.82,1.65,0.97,4.67,2C55
Anthony,Hanson,Male,20,Senegalese,1.66,2.26,3.43,0.01,4D20
Caleb,Knight,Male,41,Egyptian,4.57,1.24,4.27,2.47,1A100
Eric,Mcdonald,Female,39,Libyan,3.07,0.79,2.17,3.16,4D20
James,Taylor,Male,35,Egyptian,0.5,2.8,3.54,4.24,3B88
Mark,Williams,Female,20,Senegalese,2.26,3.58,1.61,3.57,2C55
Michael,Bradley,Female,35,Moroccan,1.8,2.06,2.98,2.42,3B88
Shelby,Thomas,Female,26,Malian,1.08,2.07,0.99,1.89,4D20
Christopher,Diaz,Female,26,Tunisian,0.78,0.81,0.73,4.4,3B88
William,Duran,Female,18,Senegalese,1.38,2.63,1.19,0.86,1A100
Carolyn,Rivera,Male,28,Moroccan,3.79,4.39,4.82,2.17,2C55
Bryan,Foster,Female,25,Egyptian,3.67,3.51,2.89,1.13,1A100
Crystal,Hamilton,Female,25,Moroccan,4.65,1.1,3.04,2.92,2C55
Jeffrey,Johnson,Male,38,Egyptian,3.88,0.15,4.7,1.96,2C55
Virginia,Cummings,Male,26,Malian,1.3,1.51,1.92,1.68,2C55
Stacy,Washington,Female,38,Egyptian,2.12,3.49,2.58,0.08,2C55
Jacob,Chen,Female,45,Egyptian,0.55,3.69,1.46,3.85,1A100
Jose,Watson,Male,33,Libyan,1.4,0.75,3.69,1.11,4D20
Taylor,Lopez,Female,33,Libyan,4.25,0.03,1.2,0.59,3B88
Craig,George,Male,44,Tunisian,3.89,4.37,4.89,4.8,4D20
Chelsea,Cooper,Male,43,Senegalese,2.97,3.91,3.84,2.12,3B88
Timothy,Small,Male,36,Cameroonian,2.98,4.03,3.06,2.92,1A100
Michael,Pearson,Male,38,Tunisian,3.08,0.45,0.41,3.06,1A100
Jesse,Scott,Female,43,Senegalese,2.58,2.03,0.76,3.01,3B88
Jacob,Meyers,Male,32,Tunisian,4.68,1.26,1.56,1.35,4D20
Desiree,Serrano,Male,18,Malian,2.54,2.09,2.95,3.04,2C55
Maria,Smith,Female,25,Algerian,0.78,0.21,2.21,3.6,2C55
Tammy,Ingram,Male,38,Algerian,1.77,0.15,0.91,0.51,1A100
Elizabeth,Bell,Female,27,Egyptian,3.64,4.79,0.44,0.25,4D20
Jeffrey,Brown,Female,27,Libyan,2.9,1.03,0.27,3.4,2C55
Vickie,Johnson,Female,33,Malian,0.56,1.61,0.41,4.25,1A100
Andrew,Cortez,Female,23,Libyan,4.4,4.56,0.95,0.88,2C55
George,Weber,Male,42,Tunisian,0.66,2.43,1.79,3.33,4D20
James,Richardson,Female,27,Moroccan,4.16,4.08,1.85,4.39,1A100
Jon,Thomas,Male,20,Libyan,1.06,1.37,4.27,1.67,4D20
James,Williams,Female,45,Algerian,4.05,1.21,1.0,4.07,1A100
Cathy,Lee,Female,18,Malian,4.22,3.39,2.21,4.83,2C55
Karen,Archer,Male,41,Tunisian,3.01,0.39,0.06,1.32,1A100
Nicole,Wilson,Male,38,Tunisian,0.01,1.25,4.43,3.0,4D20
Kristen,Park,Female,28,Cameroonian,0.2,4.45,4.32,1.47,1A100
Meghan,Stevenson,Female,39,Senegalese,4.76,4.1,1.29,1.35,2C55
Melanie,Lloyd,Male,39,Algerian,1.16,2.33,4.26,0.67,1A100
Michael,Murphy,Male,40,Algerian,4.24,4.59,4.63,1.32,4D20
Eric,Carr,Female,29,Egyptian,3.77,4.67,0.62,2.96,2C55
Theresa,Ortiz,Male,25,Senegalese,3.36,4.19,4.75,1.81,3B88
Gary,Cole,Female,20,Malian,2.69,3.37,1.65,4.54,3B88
Sean,Mcneil,Female,27,Egyptian,2.62,4.04,0.66,3.88,2C55
Tyler,Johnston,Male,42,Malian,3.36,2.05,2.67,4.16,3B88
Corey,Casey,Male,29,Senegalese,1.27,2.5,4.96,2.87,4D20
Adam,Allison,Female,20,Cameroonian,4.28,1.58,2.24,1.11,1A100
Eugene,Goodwin,Female,31,Tunisian,1.61,3.28,2.3,3.31,3B88
Brian,Duke,Male,36,Algerian,3.39,2.66,0.15,0.58,4D20
Gary,Smith,Female,42,Malian,2.22,1.95,4.05,1.2,1A100
Patricia,Koch,Male,29,Libyan,4.14,1.74,3.11,2.79,3B88
Johnny,Roy,Female,29,Senegalese,2.86,3.54,3.84,4.78,3B88
Mary,Jones,Female,38,Egyptian,1.31,3.68,3.44,2.42,2C55
Janet,Palmer,Female,32,Cameroonian,4.03,4.82,1.06,2.33,2C55
Joel,Moyer,Female,37,Algerian,3.26,0.02,4.92,0.55,2C55
Anne,Glenn,Female,40,Libyan,1.76,0.23,2.06,3.43,4D20
Kristin,Andrews,Female,38,Libyan,4.98,1.31,3.46,4.35,1A100
Heidi,Scott,Female,33,Egyptian,0.28,0.38,1.76,1.07,1A100
Connie,Burns,Female,42,Algerian,0.53,0.18,4.09,3.11,3B88
Kara,Calhoun,Male,29,Libyan,2.21,3.29,0.68,1.16,1A100
Erin,Smith,Female,25,Senegalese,1.81,0.86,2.71,1.77,2C55
Deanna,Cunningham,Female,44,Malian,4.25,3.59,2.94,0.26,2C55
Lauren,Smith,Female,38,Algerian,1.8,4.01,3.01,2.92,3B88
Travis,Quinn,Female,40,Egyptian,1.41,0.27,2.96,0.28,2C55
Vanessa,Murray,Male,43,Tunisian,3.44,4.39,2.56,1.14,1A100
Mark,Young,Female,24,Cameroonian,3.35,2.59,3.57,4.21,1A100
David,Vasquez,Male,35,Cameroonian,0.79,1.65,1.8,1.88,4D20
Donald,Sullivan,Female,19,Algerian,0.68,0.91,3.14,2.8,3B88
Ann,Bond,Male,41,Malian,2.3,0.66,0.88,1.86,2C55
Norman,Johnson,Female,41,Tunisian,0.39,0.03,4.06,2.77,1A100
Thomas,Gardner,Female,36,Malian,2.4,4.85,0.26,4.73,4D20
Robert,Miller,Female,45,Egyptian,4.35,3.07,3.95,0.61,1A100
Sharon,Sims,Female,44,Senegalese,2.93,2.87,0.66,3.59,3B88
Crystal,Rivas,Male,22,Malian,4.71,3.21,4.3,3.08,3B88
Timothy,Harris,Male,34,Moroccan,0.13,1.18,2.32,3.93,3B88
Amanda,Saunders,Female,36,Malian,0.97,1.37,4.4,1.72,1A100
