first_name,last_name,gender,age,nationality,hard_skills,soft_skills,teamwork,creativity,class,overall_skill,skill_variance,dominant_skill,weakest_skill,norm_hard_skills,norm_soft_skills,norm_teamwork,norm_creativity,cluster,dbscan_cluster,group_id
Nabil,Karoui,Male,19,Tunisian,3.86,3.47,4.07,2.56,4SE25,3.49,0.4462000000000001,teamwork,creativity,0.772,0.6940000000000001,0.8140000000000001,0.5130260521042084,2,0,74
Omar,Rekik,Male,21,Tunisian,3.66,4.54,1.53,4.16,2P21,3.4724999999999997,1.8068916666666668,soft_skills,teamwork,0.7320000000000001,0.908,0.30600000000000005,0.8336673346693386,2,0,74
Amine,Ben Salah,Male,24,Tunisian,3.22,1.88,3.92,4.87,5TWIN100,3.4725,1.5843583333333335,creativity,soft_skills,0.6440000000000001,0.376,0.784,0.9759519038076151,3,0,74
Wassim,Chebbi,Male,22,Tunisian,4.92,4.02,4.17,0.83,1A49,3.485,3.287899999999999,hard_skills,creativity,0.984,0.8039999999999999,0.8340000000000001,0.1663326653306613,2,0,74
Olfa,Lahmar,Female,24,Tunisian,3.94,3.98,4.56,1.46,1A39,3.4850000000000003,1.9027666666666665,teamwork,creativity,0.788,0.796,0.9119999999999999,0.2925851703406813,2,0,75
Sonia,Bouazizi,Female,21,Tunisian,2.43,4.29,2.04,4.95,5DS94,3.4275,1.994025,creativity,teamwork,0.48600000000000004,0.8580000000000001,0.40800000000000003,0.9919839679358716,0,0,75
Anis,Makni,Male,18,Tunisian,3.89,1.11,4.05,4.78,2A98,3.4575000000000005,2.5992916666666663,creativity,soft_skills,0.778,0.22200000000000003,0.81,0.9579158316633266,3,0,75
Sonia,Rekik,Female,20,Tunisian,4.75,4.56,3.41,1.22,5SE94,3.485,2.6305666666666663,hard_skills,creativity,0.9500000000000001,0.9119999999999999,0.682,0.2444889779559118,2,0,75
Mohamed,Conde,Male,23,Guinean,4.14,3.04,4.87,1.88,4SAE42,3.4825,1.707091666666667,teamwork,creativity,0.828,0.6080000000000001,0.9740000000000001,0.376753507014028,2,0,76
Amina,Trabelsi,Female,25,Tunisian,3.47,4.38,0.76,4.95,4SE25,3.3899999999999997,3.4456666666666673,creativity,teamwork,0.6940000000000001,0.876,0.15200000000000002,0.9919839679358716,0,0,76
Chantal,Bouba,Female,19,Cameroonian,1.11,4.5,4.41,3.9,4NIDS84,3.48,2.5662000000000003,soft_skills,hard_skills,0.22200000000000003,0.9,0.8820000000000001,0.7815631262525049,0,0,76
Ibrahima,Ba,Male,20,Senegalese,3.96,1.91,4.46,3.56,1A49,3.4725,1.220625,teamwork,soft_skills,0.792,0.382,0.892,0.7134268537074148,3,0,76
Bechir,Ayari,Male,25,Tunisian,3.13,3.98,4.57,2.25,3B47,3.4825,1.0244916666666668,teamwork,creativity,0.626,0.796,0.9140000000000001,0.4509018036072144,2,0,77
Mouna,Khemiri,Female,24,Tunisian,4.44,2.81,1.55,4.84,5SE66,3.41,2.308466666666667,creativity,teamwork,0.8880000000000001,0.562,0.31000000000000005,0.9699398797595189,3,0,77
Sonia,Trabelsi,Female,20,Tunisian,3.06,2.88,4.98,2.93,5BI59,3.4625,1.0292250000000005,teamwork,soft_skills,0.6120000000000001,0.576,0.9960000000000001,0.5871743486973947,2,0,77
Rim,Makni,Female,23,Tunisian,1.91,4.05,3.5,4.43,3B16,3.4725,1.2308249999999998,creativity,hard_skills,0.382,0.81,0.7000000000000001,0.8877755511022043,0,0,77
Asma,Mansour,Female,41,Tunisian,4.46,3.0,3.36,3.08,4SIM36,3.475,0.45503333333333335,hard_skills,soft_skills,0.892,0.6000000000000001,0.672,0.6172344689378757,2,0,78
Fares,Abidi,Male,24,Tunisian,1.57,4.08,3.61,4.53,2P85,3.4475,1.7077583333333335,creativity,hard_skills,0.31400000000000006,0.8160000000000001,0.722,0.907815631262525,0,0,78
Iheb,Ghanouchi,Male,19,Tunisian,4.87,4.02,4.89,0.03,2P32,3.4525,5.370425,teamwork,creativity,0.9740000000000001,0.8039999999999999,0.978,0.0060120240480961915,2,0,78
Bechir,Mansour,Male,25,Tunisian,3.06,3.33,2.79,4.64,2P50,3.455,0.6726999999999997,creativity,teamwork,0.6120000000000001,0.666,0.558,0.9298597194388776,0,0,78
Siwar,Hamdi,Female,23,Tunisian,2.7,3.46,3.96,3.76,4NIDS84,3.47,0.30573333333333313,teamwork,hard_skills,0.54,0.6920000000000001,0.792,0.753507014028056,0,0,79
Leila,Guettari,Female,23,Tunisian,4.98,4.76,0.11,3.73,2P32,3.395,5.092966666666667,hard_skills,teamwork,0.9960000000000001,0.952,0.022000000000000002,0.7474949899799599,2,0,79
Farah,Makni,Female,24,Tunisian,3.71,3.82,4.69,1.64,4NIDS59,3.465,1.6724333333333339,teamwork,creativity,0.742,0.764,0.9380000000000002,0.32865731462925846,2,0,79
Sofiene,Trabelsi,Male,18,Tunisian,2.42,3.0,4.22,4.24,1A56,3.47,0.8262666666666666,creativity,hard_skills,0.484,0.6000000000000001,0.844,0.8496993987975952,0,0,79
Leila,Turki,Female,20,Tunisian,3.15,3.92,3.72,3.07,4DS70,3.4650000000000003,0.17576666666666674,soft_skills,creativity,0.63,0.784,0.7440000000000001,0.6152304609218436,2,0,80
Sofiene,Ayari,Male,22,Tunisian,4.29,2.52,2.64,4.3,2P42,3.4375,0.982825,creativity,soft_skills,0.8580000000000001,0.504,0.528,0.8617234468937874,3,0,80
Marie,Oumarou,Female,18,Cameroonian,3.86,4.67,3.84,1.46,4SAE42,3.4574999999999996,1.9228250000000002,soft_skills,creativity,0.772,0.934,0.768,0.2925851703406813,2,0,80
Said,Brahimi,Male,19,Algerian,2.46,3.2,3.98,4.14,5NIDS70,3.4450000000000003,0.5998333333333332,creativity,hard_skills,0.492,0.6400000000000001,0.796,0.8296593186372744,0,0,80
Foued,Ghanouchi,Male,24,Tunisian,3.8,3.34,4.3,2.41,4SAE79,3.4625,0.6460249999999998,teamwork,creativity,0.76,0.668,0.86,0.48296593186372744,2,0,81
Hedi,Turki,Male,26,Tunisian,3.31,4.91,0.65,4.64,4NIDS84,3.3775000000000004,3.795425,soft_skills,teamwork,0.662,0.9820000000000001,0.13,0.9298597194388776,0,0,81
Ghada,Mejri,Female,23,Tunisian,3.34,0.96,4.56,4.78,1A100,3.41,3.0689333333333337,creativity,soft_skills,0.668,0.192,0.9119999999999999,0.9579158316633266,3,0,81
Anis,Ammar,Male,24,Tunisian,4.69,3.68,4.61,0.8,3B88,3.4450000000000003,3.319500000000001,hard_skills,creativity,0.9380000000000002,0.7360000000000001,0.9220000000000002,0.16032064128256512,2,0,81
Ghada,Ben Salah,Female,20,Tunisian,3.33,3.07,3.66,3.78,3B27,3.46,0.1038,creativity,soft_skills,0.666,0.614,0.7320000000000001,0.7575150300601201,2,0,82
Marwen,Hamdi,Male,20,Tunisian,4.62,3.87,4.15,1.14,2P24,3.4450000000000003,2.457100000000001,hard_skills,creativity,0.924,0.774,0.8300000000000001,0.22845691382765526,2,0,82
Amina,Abidi,Female,20,Tunisian,1.11,4.6,3.43,4.52,2P19,3.415,2.646166666666666,soft_skills,hard_skills,0.22200000000000003,0.9199999999999999,0.686,0.9058116232464928,0,0,82
Ali,Jebali,Male,28,Tunisian,4.62,2.79,2.54,3.82,3A26,3.4425,0.9230916666666666,hard_skills,teamwork,0.924,0.558,0.508,0.7655310621242484,3,0,82
Mourad,Karoui,Male,20,Tunisian,3.92,2.85,3.48,3.53,2P73,3.445,0.19603333333333328,hard_skills,soft_skills,0.784,0.5700000000000001,0.6960000000000001,0.7074148296593186,2,0,83
Aliou,Thiam,Male,19,Senegalese,0.54,4.55,4.94,3.57,2A15,3.4000000000000004,3.9675333333333334,teamwork,hard_skills,0.10800000000000001,0.91,0.9880000000000001,0.7154308617234468,0,0,83
Olfa,Slimani,Female,22,Tunisian,4.89,4.0,1.09,3.59,2P60,3.3925,2.6506916666666664,hard_skills,teamwork,0.978,0.8,0.21800000000000003,0.719438877755511,2,0,83
Nadia,Bennani,Female,20,Moroccan,4.91,1.78,3.76,3.29,3A47,3.4349999999999996,1.6804333333333332,hard_skills,soft_skills,0.9820000000000001,0.35600000000000004,0.752,0.659318637274549,3,0,83
Olfa,Rekik,Female,21,Tunisian,3.32,3.51,3.06,3.86,1A22,3.4375,0.1133583333333333,creativity,teamwork,0.664,0.702,0.6120000000000001,0.7735470941883766,0,0,84
Rim,Fourati,Female,21,Tunisian,4.8,3.48,4.36,1.11,2P73,3.4375,2.7088249999999996,hard_skills,creativity,0.96,0.6960000000000001,0.8720000000000001,0.22244488977955912,2,0,84
Amina,Ben Ali,Female,43,Tunisian,0.54,3.82,4.3,4.94,2A5,3.4000000000000004,3.845866666666667,creativity,hard_skills,0.10800000000000001,0.764,0.86,0.9899799599198397,0,0,84
Cyrine,Khlifi,Female,18,Tunisian,4.86,2.38,3.25,3.23,2P21,3.43,1.073266666666667,hard_skills,soft_skills,0.9720000000000001,0.476,0.65,0.6472945891783567,3,0,84
Souleymane,Sidibe,Male,25,Malian,4.69,3.66,3.69,1.69,4SAE79,3.4325,1.5785583333333337,hard_skills,creativity,0.9380000000000002,0.7320000000000001,0.738,0.3386773547094188,2,0,85
Meriem,Zayani,Female,18,Tunisian,0.57,4.31,4.47,4.27,1A86,3.405,3.5795666666666666,teamwork,hard_skills,0.11399999999999999,0.862,0.894,0.8557114228456912,0,0,85
Rania,Ghanouchi,Female,23,Tunisian,4.73,1.83,3.17,3.92,3B17,3.4125,1.5188249999999999,hard_skills,soft_skills,0.9460000000000002,0.36600000000000005,0.634,0.785571142284569,3,0,85
Omar,Khlifi,Male,19,Tunisian,4.62,3.8,1.81,3.4,3A24,3.4075,1.3920916666666667,hard_skills,teamwork,0.924,0.76,0.36200000000000004,0.6813627254509017,2,0,85
Chaima,Ammar,Female,22,Tunisian,4.04,3.58,3.21,2.89,3A77,3.43,0.24486666666666665,hard_skills,creativity,0.808,0.7160000000000001,0.642,0.5791583166332664,2,0,86
Anis,Trabelsi,Male,24,Tunisian,2.43,2.26,4.49,4.49,3A26,3.4175,1.538491666666667,teamwork,soft_skills,0.48600000000000004,0.45199999999999996,0.8980000000000001,0.8997995991983967,0,0,86
Malika,Hassani,Female,21,Algerian,4.63,3.96,3.3,1.81,4GAMIX11,3.4250000000000003,1.4540333333333333,hard_skills,creativity,0.926,0.792,0.66,0.3627254509018036,2,0,86
Eya,Jaziri,Female,20,Tunisian,2.36,3.18,3.51,4.6,4SAE99,3.4125,0.8604916666666664,creativity,hard_skills,0.472,0.6360000000000001,0.702,0.9218436873747493,0,0,86
Lina,Sassi,Female,20,Tunisian,4.76,2.2,3.67,3.08,2A20,3.4274999999999998,1.153958333333333,hard_skills,soft_skills,0.952,0.44000000000000006,0.734,0.6172344689378757,3,0,87
Wafa,Baccouche,Female,18,Tunisian,1.27,4.95,4.54,2.84,1A95,3.4000000000000004,2.850866666666667,soft_skills,hard_skills,0.254,0.9900000000000001,0.908,0.5691382765531061,0,0,87
Mourad,Mejri,Male,24,Tunisian,4.2,2.1,2.9,4.46,1A32,3.415,1.2342333333333333,creativity,soft_skills,0.8400000000000001,0.42000000000000004,0.58,0.8937875751503005,3,0,87
Olfa,Bouazizi,Female,24,Tunisian,4.13,4.08,3.2,2.24,5BI71,3.4125,0.7934249999999997,hard_skills,creativity,0.8260000000000001,0.8160000000000001,0.6400000000000001,0.44889779559118237,2,0,87
Hatem,Chebbi,Male,20,Tunisian,2.38,3.3,4.82,3.19,3A66,3.4225,1.036291666666667,teamwork,hard_skills,0.476,0.66,0.9640000000000001,0.6392785571142284,0,0,88
Bilel,Maaloul,Male,20,Tunisian,4.65,4.13,1.25,3.46,2P77,3.3725000000000005,2.239491666666667,hard_skills,teamwork,0.9300000000000002,0.8260000000000001,0.25,0.6933867735470941,2,0,88
Ghassen,Turki,Male,22,Tunisian,3.46,1.73,3.96,4.53,1A32,3.42,1.4604666666666668,creativity,soft_skills,0.6920000000000001,0.34600000000000003,0.792,0.907815631262525,3,0,88
Rym,Abidi,Female,23,Tunisian,3.32,4.98,4.82,0.46,3A24,3.3950000000000005,4.387566666666667,soft_skills,creativity,0.664,0.9960000000000001,0.9640000000000001,0.09218436873747494,2,0,88
Khadija,Jlassi,Female,25,Tunisian,3.74,3.22,4.48,2.24,1A22,3.4200000000000004,0.8861333333333334,teamwork,creativity,0.7480000000000001,0.6440000000000001,0.8960000000000001,0.44889779559118237,2,0,89
Adama,Traore,Male,19,Ivorian,2.61,3.95,1.96,4.94,3A23,3.365,1.7889666666666673,creativity,teamwork,0.522,0.79,0.392,0.9899799599198397,0,0,89
Salma,Ben Salah,Female,24,Tunisian,4.97,1.55,4.11,2.99,4NIDS59,3.405,2.1864999999999997,hard_skills,soft_skills,0.994,0.31000000000000005,0.8220000000000001,0.5991983967935871,3,0,89
Hend,Fourati,Female,22,Tunisian,1.7,4.54,3.04,4.26,4SAE55,3.3850000000000002,1.6859666666666664,soft_skills,hard_skills,0.34,0.908,0.6080000000000001,0.8537074148296592,0,0,89
Adel,Mohamed,Male,25,Libyan,3.72,2.51,4.48,2.95,5SE66,3.415,0.754166666666667,teamwork,soft_skills,0.7440000000000001,0.502,0.8960000000000001,0.5911823647294588,2,0,90
Houria,Mansouri,Female,24,Algerian,3.39,4.24,1.85,4.02,5BI95,3.375,1.1633666666666664,soft_skills,teamwork,0.678,0.8480000000000001,0.37000000000000005,0.8056112224448896,0,0,90
Lobna,Toumi,Female,23,Tunisian,1.94,2.9,4.39,4.4,1A52,3.4075,1.4538250000000001,creativity,hard_skills,0.388,0.58,0.878,0.8817635270541082,0,0,90
Yasmine,Toumi,Female,20,Tunisian,4.28,4.34,4.83,0.15,5DS91,3.4000000000000004,4.755133333333334,teamwork,creativity,0.8560000000000001,0.868,0.9660000000000001,0.030060120240480957,2,0,90
Hiba,Zouari,Female,24,Tunisian,4.24,1.83,3.25,4.33,2P73,3.4125,1.3524250000000002,creativity,soft_skills,0.8480000000000001,0.36600000000000005,0.65,0.8677354709418836,3,0,91
Ghassen,Cherif,Male,18,Tunisian,1.65,4.83,4.33,2.71,1A15,3.38,2.148933333333334,soft_skills,hard_skills,0.33,0.9660000000000001,0.8660000000000001,0.5430861723446894,2,0,91
Fatima,Hassani,Female,18,Algerian,4.02,3.89,2.13,3.54,2P96,3.3949999999999996,0.7523,hard_skills,teamwork,0.8039999999999999,0.778,0.426,0.7094188376753506,2,0,91
Hela,Nasri,Female,25,Tunisian,4.21,1.16,4.59,3.68,1A15,3.41,2.3892666666666664,teamwork,soft_skills,0.8420000000000001,0.23199999999999998,0.918,0.7374749498997996,3,0,91
Ines,Ayari,Female,19,Tunisian,3.54,2.39,4.27,3.45,2A20,3.4124999999999996,0.5994916666666663,teamwork,soft_skills,0.7080000000000001,0.47800000000000004,0.854,0.691382765531062,3,0,92
Hedi,Sassi,Male,24,Tunisian,4.46,4.91,1.6,2.46,5DS94,3.3575,2.5066916666666663,soft_skills,teamwork,0.892,0.9820000000000001,0.32000000000000006,0.4929859719438877,2,0,92
Siwar,Mabrouk,Female,22,Tunisian,2.29,1.56,4.91,4.79,3B37,3.3875,2.943091666666667,teamwork,soft_skills,0.458,0.31200000000000006,0.9820000000000001,0.9599198396793586,0,0,92
Sami,Rekik,Male,18,Tunisian,4.38,3.72,3.33,2.16,1A8,3.3975,0.8684249999999999,hard_skills,creativity,0.876,0.7440000000000001,0.666,0.43286573146292584,2,0,92
Walid,Hamdi,Male,23,Tunisian,3.91,1.76,4.9,3.06,3B88,3.4075,1.771691666666667,teamwork,soft_skills,0.782,0.35200000000000004,0.9800000000000001,0.6132264529058116,3,0,93
Haythem,Ben Ali,Male,22,Tunisian,4.13,4.71,0.91,3.53,3A47,3.32,2.813466666666667,soft_skills,teamwork,0.8260000000000001,0.9420000000000001,0.18200000000000002,0.7074148296593186,2,0,93
Hamza,Bouazizi,Male,20,Tunisian,1.15,4.49,4.82,3.06,4SLEAM6,3.3800000000000003,2.7936666666666667,teamwork,hard_skills,0.22999999999999998,0.8980000000000001,0.9640000000000001,0.6132264529058116,0,0,93
Leila,Makni,Female,21,Tunisian,4.38,1.07,4.39,3.78,2P50,3.405,2.504566666666667,teamwork,soft_skills,0.876,0.21400000000000002,0.878,0.7575150300601201,3,0,93
Hela,Abidi,Female,21,Tunisian,2.65,3.15,3.37,4.46,5NIDS70,3.4074999999999998,0.5830916666666667,creativity,hard_skills,0.53,0.63,0.674,0.8937875751503005,0,0,94
Nadia,Fourati,Female,19,Tunisian,4.43,3.82,4.93,0.33,5SE94,3.3775,4.333691666666666,teamwork,creativity,0.886,0.764,0.986,0.06613226452905811,2,0,94
Hassan,Alaoui,Male,24,Moroccan,4.11,2.92,1.78,4.71,3A47,3.38,1.6911333333333334,creativity,teamwork,0.8220000000000001,0.584,0.35600000000000004,0.9438877755511021,3,0,94
Ibrahima,Diouf,Male,23,Senegalese,1.05,4.6,3.42,4.41,4SE25,3.37,2.6598,soft_skills,hard_skills,0.21000000000000002,0.9199999999999999,0.684,0.8837675350701402,0,0,94
Fares,Bouazizi,Male,20,Tunisian,3.14,3.9,4.58,1.98,1A20,3.4000000000000004,1.2421333333333333,teamwork,creativity,0.6280000000000001,0.78,0.916,0.39679358717434865,2,0,95
Sonia,Ben Ali,Female,25,Tunisian,4.8,2.61,1.03,4.82,4NIDS84,3.315,3.3961666666666672,creativity,teamwork,0.96,0.522,0.20600000000000002,0.9659318637274549,3,0,95
Zied,Belkhir,Male,22,Tunisian,0.71,4.65,4.55,3.51,4SE25,3.355,3.375033333333334,soft_skills,hard_skills,0.142,0.9300000000000002,0.91,0.7034068136272544,0,0,95
Imane,Lahlou,Female,19,Moroccan,4.72,0.24,4.17,4.4,3B47,3.3825,4.439891666666668,hard_skills,soft_skills,0.944,0.048,0.8340000000000001,0.8817635270541082,3,0,95
Emna,Baccouche,Female,23,Tunisian,4.64,2.48,3.3,3.17,2A17,3.3974999999999995,0.8156249999999998,hard_skills,soft_skills,0.9279999999999999,0.496,0.66,0.6352705410821643,3,0,96
Nour,Jebali,Female,22,Tunisian,0.8,4.65,3.45,4.46,4SAE79,3.34,3.1447333333333343,soft_skills,hard_skills,0.16000000000000003,0.9300000000000002,0.6900000000000001,0.8937875751503005,0,0,96
Manel,Slimani,Female,25,Tunisian,4.95,3.19,3.21,2.2,3A86,3.3875,1.3073583333333334,hard_skills,creativity,0.9900000000000001,0.638,0.642,0.4408817635270541,2,0,96
Sabrine,Driss,Female,21,Tunisian,4.19,1.32,3.49,4.56,5GAMIX90,3.3899999999999997,2.101266666666666,creativity,soft_skills,0.8380000000000001,0.264,0.6980000000000001,0.913827655310621,3,0,96
Zied,Khlifi,Male,23,Tunisian,3.74,2.99,4.35,2.5,4SAE99,3.395,0.6653666666666664,teamwork,creativity,0.7480000000000001,0.5980000000000001,0.87,0.501002004008016,2,0,97
Bechir,Nasri,Male,25,Tunisian,3.43,3.88,1.02,4.99,2A49,3.33,2.8013999999999997,creativity,teamwork,0.686,0.776,0.20400000000000001,0.9999999999999999,0,0,97
Sonia,Ben Salah,Female,18,Tunisian,4.64,1.69,4.43,2.78,1A22,3.385,1.9686999999999992,hard_skills,soft_skills,0.9279999999999999,0.338,0.886,0.5571142284569137,3,0,97
Wassim,Jaziri,Male,20,Tunisian,2.42,4.67,3.56,2.89,5BI95,3.3850000000000002,0.9527,soft_skills,hard_skills,0.484,0.934,0.7120000000000001,0.5791583166332664,2,0,97
Hedi,Toumi,Male,20,Tunisian,2.22,4.15,3.45,3.74,1A15,3.39,0.6908666666666669,soft_skills,hard_skills,0.44400000000000006,0.8300000000000001,0.6900000000000001,0.749498997995992,0,0,98
Akissi,Kone,Female,23,Ivorian,4.63,0.89,3.65,4.35,3B52,3.38,2.9254666666666664,hard_skills,soft_skills,0.926,0.17800000000000002,0.73,0.8717434869739478,3,0,98
Manel,Ammar,Female,19,Tunisian,3.52,4.7,3.8,1.4,1A49,3.355,1.9521000000000004,soft_skills,creativity,0.7040000000000001,0.9400000000000001,0.76,0.2805611222444889,2,0,98
Wided,Lahmar,Female,20,Tunisian,2.95,3.65,2.39,4.55,3B93,3.385,0.8688999999999997,creativity,teamwork,0.5900000000000001,0.73,0.47800000000000004,0.9118236472945891,0,0,98
Bilel,Khemiri,Male,22,Tunisian,4.16,2.21,3.36,3.8,3A22,3.3825000000000003,0.718025,hard_skills,soft_skills,0.8320000000000001,0.442,0.672,0.7615230460921842,3,0,99
Fatoumata,Bah,Female,19,Guinean,2.69,4.99,3.28,2.45,2P42,3.3525,1.3133583333333334,soft_skills,creativity,0.538,0.9980000000000001,0.656,0.4909819639278557,2,0,99
Fares,Toumi,Male,25,Tunisian,1.98,2.56,3.97,4.99,3A26,3.375,1.8575000000000006,creativity,hard_skills,0.396,0.512,0.794,0.9999999999999999,0,0,99
Mohamed,Hamdi,Male,24,Tunisian,4.9,2.97,4.44,1.14,5BI95,3.3625000000000007,2.872825000000001,hard_skills,creativity,0.9800000000000001,0.5940000000000001,0.8880000000000001,0.22845691382765526,2,0,99
Aminata,Bah,Female,20,Guinean,4.12,2.86,3.4,3.14,4BI80,3.3800000000000003,0.29200000000000004,hard_skills,soft_skills,0.8240000000000001,0.572,0.68,0.6292585170340681,2,0,100
Hicham,El Idrissi,Male,21,Moroccan,1.3,3.12,4.85,4.2,2A49,3.3674999999999997,2.4088916666666664,teamwork,hard_skills,0.26,0.6240000000000001,0.97,0.8416833667334669,0,0,100
Mourad,Makni,Male,23,Tunisian,4.31,4.68,1.83,2.65,3B11,3.3674999999999997,1.829891666666666,soft_skills,teamwork,0.862,0.9359999999999999,0.36600000000000005,0.531062124248497,2,0,100
Haythem,Chebbi,Male,23,Tunisian,4.26,2.19,3.34,3.72,4INFINI62,3.3775,0.7692249999999999,hard_skills,soft_skills,0.852,0.438,0.668,0.7454909819639278,3,0,100
Aminata,Kone,Female,19,Malian,4.09,3.93,2.76,2.73,2P76,3.3775,0.5378250000000001,hard_skills,creativity,0.8180000000000001,0.786,0.5519999999999999,0.5470941883767535,2,0,101
Yasmine,Mansour,Female,23,Tunisian,1.63,2.95,4.23,4.61,2P48,3.3550000000000004,1.826766666666667,creativity,hard_skills,0.326,0.5900000000000001,0.8460000000000001,0.9238476953907815,0,0,101
Chaima,Driss,Female,25,Tunisian,4.63,3.15,4.24,1.45,4SIM36,3.3674999999999997,2.026425,hard_skills,creativity,0.926,0.63,0.8480000000000001,0.29058116232464926,2,0,101
Modou,Sarr,Male,18,Senegalese,3.0,2.82,3.06,4.61,5GAMIX50,3.3725000000000005,0.6910250000000003,creativity,soft_skills,0.6000000000000001,0.564,0.6120000000000001,0.9238476953907815,0,0,101
Hatem,Guettari,Male,35,Tunisian,4.06,4.38,2.49,2.57,4INFINI28,3.375,0.9701666666666663,soft_skills,teamwork,0.8119999999999999,0.876,0.49800000000000005,0.5150300601202404,2,0,102
Nour,Bouazizi,Female,19,Tunisian,2.13,1.95,4.69,4.57,2A37,3.335,2.2438333333333342,teamwork,soft_skills,0.426,0.39,0.9380000000000002,0.9158316633266532,0,0,102
Zahra,Slimani,Female,21,Algerian,4.38,3.45,4.11,1.52,3B37,3.365,1.6655,hard_skills,creativity,0.876,0.6900000000000001,0.8220000000000001,0.3046092184368737,2,0,102
Yasmine,Jebali,Female,23,Tunisian,2.69,3.12,2.75,4.85,4NIDS13,3.3525,1.0328249999999997,creativity,hard_skills,0.538,0.6240000000000001,0.55,0.971943887775551,0,0,102
Adel,Khlifi,Male,19,Tunisian,4.73,1.83,4.06,2.86,5BI71,3.37,1.652466666666667,hard_skills,soft_skills,0.9460000000000002,0.36600000000000005,0.8119999999999999,0.5731462925851702,3,0,103
Wafa,Karoui,Female,19,Tunisian,1.26,4.74,2.54,4.71,1A20,3.3125,2.933425,soft_skills,hard_skills,0.252,0.9480000000000001,0.508,0.9438877755511021,0,0,103
Khalil,Ayari,Male,25,Tunisian,4.37,4.4,4.04,0.56,5BI95,3.3425,3.467625,soft_skills,creativity,0.8740000000000001,0.8800000000000001,0.808,0.11222444889779559,2,0,103
Sarra,Haddad,Female,24,Tunisian,4.55,0.46,3.58,4.81,2P76,3.3499999999999996,3.992199999999999,creativity,soft_skills,0.91,0.09200000000000001,0.7160000000000001,0.9639278557114227,3,0,103
Mariem,Ben Ali,Female,18,Tunisian,4.61,1.59,3.87,3.41,1A20,3.37,1.6525333333333334,hard_skills,soft_skills,0.9220000000000002,0.31800000000000006,0.774,0.6833667334669338,3,0,104
Salma,Toumi,Female,23,Tunisian,1.62,4.42,2.8,4.51,1A56,3.3375,1.9284249999999998,creativity,hard_skills,0.32400000000000007,0.884,0.5599999999999999,0.9038076152304608,0,0,104
Amina,Fourati,Female,21,Tunisian,4.86,4.47,3.16,0.84,1A90,3.3325,3.2898250000000004,hard_skills,creativity,0.9720000000000001,0.894,0.6320000000000001,0.16833667334669336,2,0,104
Ines,Haddad,Female,24,Tunisian,3.25,2.2,3.56,4.44,1A39,3.3625,0.854691666666667,creativity,soft_skills,0.65,0.44000000000000006,0.7120000000000001,0.8897795591182365,3,0,104
Abdoulaye,Ba,Male,22,Senegalese,4.04,1.93,3.33,4.16,1A20,3.365,1.0493666666666668,creativity,soft_skills,0.808,0.386,0.666,0.8336673346693386,3,0,105
Mouna,Zouari,Female,22,Tunisian,3.46,4.92,4.8,0.08,3B27,3.315,5.089166666666666,soft_skills,creativity,0.6920000000000001,0.984,0.96,0.01603206412825651,2,0,105
Ines,Mejri,Female,23,Tunisian,2.78,2.96,2.66,4.99,5NIDS70,3.3475,1.214225,creativity,teamwork,0.5559999999999999,0.592,0.532,0.9999999999999999,0,0,105
Siwar,Cherif,Female,45,Tunisian,3.26,3.39,2.6,4.18,2P87,3.3575,0.4202916666666665,creativity,teamwork,0.652,0.678,0.52,0.8376753507014026,0,0,105
Karim,Driss,Male,19,Tunisian,3.38,4.35,3.28,2.45,2P44,3.365,0.6049666666666663,soft_skills,creativity,0.676,0.87,0.656,0.4909819639278557,2,0,106
Bechir,Cherif,Male,23,Tunisian,4.12,0.51,4.13,4.63,3A26,3.3475,3.6350916666666664,creativity,soft_skills,0.8240000000000001,0.10200000000000001,0.8260000000000001,0.9278557114228456,3,0,106
Oumaima,Bouazizi,Female,22,Tunisian,3.0,4.92,2.45,3.02,2A5,3.3475,1.1687583333333331,soft_skills,teamwork,0.6000000000000001,0.984,0.49000000000000005,0.6052104208416833,2,0,106
Asma,Khemiri,Female,22,Tunisian,2.53,3.73,4.82,2.34,4NIDS71,3.355,1.3325666666666671,teamwork,creativity,0.506,0.746,0.9640000000000001,0.4689378757515029,2,0,106
Wafa,Mansour,Female,25,Tunisian,4.2,2.41,4.01,2.83,1A8,3.3625000000000003,0.7704916666666666,hard_skills,soft_skills,0.8400000000000001,0.48200000000000004,0.802,0.567134268537074,2,0,107
Fethi,Zouari,Male,23,Tunisian,1.31,4.09,3.75,4.19,5DS91,3.335,1.857966666666667,creativity,hard_skills,0.262,0.8180000000000001,0.75,0.8396793587174348,0,0,107
Sami,Saidi,Male,22,Tunisian,4.59,3.72,1.1,3.97,5BI59,3.345,2.3737666666666666,hard_skills,teamwork,0.918,0.7440000000000001,0.22000000000000003,0.7955911823647294,2,0,107
Ghada,Karoui,Female,21,Tunisian,3.51,3.93,4.36,1.57,2P42,3.3425000000000002,1.5167583333333337,teamwork,creativity,0.702,0.786,0.8720000000000001,0.31462925851703405,2,0,107
Dorra,Slimani,Female,20,Tunisian,3.95,2.86,3.03,3.61,1A56,3.3625,0.25649166666666684,hard_skills,soft_skills,0.79,0.572,0.606,0.7234468937875751,2,0,108
